##### Reconstructed absorption cross section spectrum (U6OH) ##### 
## Number of input transitions: 9
## Number of input geometries: 100
## Possible outliers (geometry id): 69
## Remove outliers?: TRUE
## Model: GMM-NEA 
## Number of mixtures (K): 2, 2, 2, 2, 2, 2, 2, 2, 2
## Model constraints (M): EEV, EVE, EEI, EII, EEI, EEE, VVI, VVI, VVI
## Date: 2022-02-22
E_ev,sigma_cm2_full,sigma_cm2_full_lci,sigma_cm2_full_uci,sigma_cm2_Band_1,sigma_cm2_Band_1_lci,sigma_cm2_Band_1_uci,sigma_cm2_Band_2,sigma_cm2_Band_2_lci,sigma_cm2_Band_2_uci,sigma_cm2_Band_3,sigma_cm2_Band_3_lci,sigma_cm2_Band_3_uci,sigma_cm2_Band_4,sigma_cm2_Band_4_lci,sigma_cm2_Band_4_uci,sigma_cm2_Band_5,sigma_cm2_Band_5_lci,sigma_cm2_Band_5_uci,sigma_cm2_Band_6,sigma_cm2_Band_6_lci,sigma_cm2_Band_6_uci,sigma_cm2_Band_7,sigma_cm2_Band_7_lci,sigma_cm2_Band_7_uci,sigma_cm2_Band_8,sigma_cm2_Band_8_lci,sigma_cm2_Band_8_uci,sigma_cm2_Band_9,sigma_cm2_Band_9_lci,sigma_cm2_Band_9_uci
2.34,1.36201e-18,3.02032e-19,3.19135e-19, 3.73463e-20, 1.26149e-20,1.32245e-20,1.27961e-18,2.98555e-19,3.15284e-19,4.48582e-20,4.39206e-20,4.76174e-20,1.89963e-22,1.74684e-22,7.79675e-22,1.51591e-24,1.51591e-24,2.16870e-23,3.61291e-25,3.61254e-25,7.60419e-24,2.60790e-29,2.60790e-29,1.60813e-26,1.91034e-26,1.91033e-26,1.26342e-24,9.48127e-32,9.47846e-32,2.58501e-28
2.35,1.39484e-18,3.00642e-19,3.19142e-19, 3.76857e-20, 1.26627e-20,1.28014e-20,1.31053e-18,2.96931e-19,3.15111e-19,4.64136e-20,4.53546e-20,4.89126e-20,2.07479e-22,1.90083e-22,8.39972e-22,1.71021e-24,1.71021e-24,2.38613e-23,4.05809e-25,4.05764e-25,8.31872e-24,3.07642e-29,3.07642e-29,1.80497e-26,2.09162e-26,2.09161e-26,1.34604e-24,1.10231e-31,1.10197e-31,2.85746e-28
2.36,1.42762e-18,3.04579e-19,3.21369e-19, 3.79957e-20, 1.27702e-20,1.29950e-20,1.34139e-18,3.00690e-19,3.17153e-19,4.80036e-20,4.68089e-20,5.02262e-20,2.26495e-22,2.06700e-22,9.04382e-22,1.92827e-24,1.92827e-24,2.62392e-23,4.55589e-25,4.55534e-25,9.09660e-24,3.62691e-29,3.62690e-29,2.02506e-26,2.28950e-26,2.28949e-26,1.43378e-24,1.28105e-31,1.28064e-31,3.15773e-28
2.37,1.46031e-18,3.04425e-19,3.22276e-19, 3.82746e-20, 1.31836e-20,1.30697e-20,1.37216e-18,3.00282e-19,3.17860e-19,4.96281e-20,4.82834e-20,5.15259e-20,2.47127e-22,2.24623e-22,9.73235e-22,2.17283e-24,2.17283e-24,2.88381e-23,5.11225e-25,5.11159e-25,1.00059e-23,4.27332e-29,4.27331e-29,2.27104e-26,2.50546e-26,2.50545e-26,1.53004e-24,1.48818e-31,1.48769e-31,3.48858e-28
2.38,1.49286e-18,3.02139e-19,3.32989e-19, 3.85207e-20, 1.31951e-20,1.34737e-20,1.40278e-18,2.97719e-19,3.28528e-19,5.12871e-20,4.97739e-20,5.26168e-20,2.69501e-22,2.43940e-22,1.04733e-21,2.44695e-24,2.44695e-24,3.16768e-23,5.73375e-25,5.73294e-25,1.08976e-23,5.03189e-29,5.03189e-29,2.54584e-26,2.74109e-26,2.74107e-26,1.63364e-24,1.72813e-31,1.72753e-31,3.85300e-28
2.39,1.52524e-18,3.01809e-19,3.37670e-19, 3.87323e-20, 1.33721e-20,1.32497e-20,1.43323e-18,2.97119e-19,3.33195e-19,5.29806e-20,5.12815e-20,5.31534e-20,2.93750e-22,2.64743e-22,1.12636e-21,2.75400e-24,2.75400e-24,3.47758e-23,6.42766e-25,6.42667e-25,1.19007e-23,5.92154e-29,5.92154e-29,2.85269e-26,2.99809e-26,2.99807e-26,1.74391e-24,2.00596e-31,2.00524e-31,4.25430e-28
2.40,1.55740e-18,3.05905e-19,3.41925e-19, 3.89080e-20, 1.34583e-20,1.33162e-20,1.46346e-18,3.01013e-19,3.37424e-19,5.47083e-20,5.28028e-20,5.36594e-20,3.20019e-22,2.87024e-22,1.21060e-21,3.09774e-24,3.09774e-24,3.81568e-23,7.20201e-25,7.20082e-25,1.29977e-23,6.96428e-29,6.96427e-29,3.19520e-26,3.27834e-26,3.27832e-26,1.86125e-24,2.32754e-31,2.32667e-31,4.72493e-28
2.41,1.58929e-18,3.05498e-19,3.46969e-19, 3.90460e-20, 1.34412e-20,1.34123e-20,1.49342e-18,3.00326e-19,3.42350e-19,5.64702e-20,5.43359e-20,5.47920e-20,3.48458e-22,3.10855e-22,1.30033e-21,3.48230e-24,3.48229e-24,4.18433e-23,8.06571e-25,8.06426e-25,1.41898e-23,8.18569e-29,8.18568e-29,3.57733e-26,3.58386e-26,3.58384e-26,1.98609e-24,2.69960e-31,2.69855e-31,5.25673e-28
2.42,1.62088e-18,3.04712e-19,3.49520e-19, 3.91451e-20, 1.34985e-20,1.31234e-20,1.52309e-18,2.99240e-19,3.44739e-19,5.82662e-20,5.58784e-20,5.60830e-20,3.79231e-22,3.36417e-22,1.39566e-21,3.91226e-24,3.91226e-24,4.58605e-23,9.02858e-25,9.02680e-25,1.54847e-23,9.61551e-29,9.61549e-29,4.00348e-26,3.91684e-26,3.91682e-26,2.12090e-24,3.12990e-31,3.12864e-31,5.84663e-28
2.43,1.65212e-18,3.09642e-19,3.53365e-19, 3.92037e-20, 1.35374e-20,1.28856e-20,1.55241e-18,3.03968e-19,3.48481e-19,6.00959e-20,5.74257e-20,5.70931e-20,4.12512e-22,3.63811e-22,1.49607e-21,4.39270e-24,4.39269e-24,5.02355e-23,1.01014e-24,1.00993e-24,1.68907e-23,1.12883e-28,1.12882e-28,4.47853e-26,4.27965e-26,4.27962e-26,2.26609e-24,3.62735e-31,3.62584e-31,6.46846e-28
2.44,1.68297e-18,3.14444e-19,3.49173e-19, 3.92208e-20, 1.35345e-20,1.24835e-20,1.58134e-18,3.08558e-19,3.43995e-19,6.19593e-20,5.90186e-20,5.85709e-20,4.48485e-22,3.93893e-22,1.60277e-21,4.92919e-24,4.92919e-24,5.49973e-23,1.12963e-24,1.12936e-24,1.84164e-23,1.32440e-28,1.32440e-28,5.00785e-26,4.67486e-26,4.67483e-26,2.42066e-24,4.20220e-31,4.20039e-31,7.15313e-28
2.45,1.71338e-18,3.12313e-19,3.53486e-19, 3.91952e-20, 1.35135e-20,1.29811e-20,1.60984e-18,3.06064e-19,3.48110e-19,6.38560e-20,6.06759e-20,6.00026e-20,4.87346e-22,4.26525e-22,1.69821e-21,5.52792e-24,5.52791e-24,6.01719e-23,1.26263e-24,1.26230e-24,2.00720e-23,1.55292e-28,1.55292e-28,5.59739e-26,5.10525e-26,5.10521e-26,2.58507e-24,4.86622e-31,4.86405e-31,7.90794e-28
2.46,1.74331e-18,3.08324e-19,3.62175e-19, 3.91260e-20, 1.35681e-20,1.30324e-20,1.63786e-18,3.01682e-19,3.56680e-19,6.57858e-20,6.21902e-20,6.14604e-20,5.29306e-22,4.60915e-22,1.79830e-21,6.19568e-24,6.19567e-24,6.56365e-23,1.41060e-24,1.41020e-24,2.19693e-23,1.81978e-28,1.81977e-28,6.25371e-26,5.57382e-26,5.57378e-26,2.76006e-24,5.63294e-31,5.63034e-31,8.73985e-28
2.47,1.77272e-18,3.07036e-19,3.64395e-19, 3.90124e-20, 1.36501e-20,1.32005e-20,1.66538e-18,3.00048e-19,3.58690e-19,6.77483e-20,6.36876e-20,6.28285e-20,5.74585e-22,4.97876e-22,1.92308e-21,6.93997e-24,6.93996e-24,7.15381e-23,1.57514e-24,1.57466e-24,2.40320e-23,2.13120e-28,2.13120e-28,6.98407e-26,6.08383e-26,6.08378e-26,2.94626e-24,6.51789e-31,6.51477e-31,9.65645e-28
2.48,1.80156e-18,3.07383e-19,3.67867e-19, 3.88537e-20, 1.37028e-20,1.31570e-20,1.69233e-18,3.00083e-19,3.61977e-19,6.97432e-20,6.51621e-20,6.41987e-20,6.23421e-22,5.37488e-22,2.06650e-21,7.76905e-24,7.76903e-24,7.83454e-23,1.75801e-24,1.75743e-24,2.62767e-23,2.49442e-28,2.49441e-28,7.80421e-26,6.63880e-26,6.63874e-26,3.14435e-24,7.53888e-31,7.53514e-31,1.06660e-27
2.49,1.82979e-18,3.09992e-19,3.70266e-19, 3.86497e-20, 1.40673e-20,1.30306e-20,1.71869e-18,3.02409e-19,3.64224e-19,7.17702e-20,6.66754e-20,6.52904e-20,6.76064e-22,5.79343e-22,2.21919e-21,8.69201e-24,8.69199e-24,8.56778e-23,1.96116e-24,1.96045e-24,2.87182e-23,2.91778e-28,2.91777e-28,8.72368e-26,7.24252e-26,7.24245e-26,3.35504e-24,8.71635e-31,8.71188e-31,1.17778e-27
2.50,1.85738e-18,3.10236e-19,3.68537e-19, 3.83999e-20, 1.39077e-20,1.33873e-20,1.74440e-18,3.02331e-19,3.62343e-19,7.38288e-20,6.81776e-20,6.58979e-20,7.32780e-22,6.24016e-22,2.38165e-21,9.71883e-24,9.71880e-24,9.34071e-23,2.18671e-24,2.18586e-24,3.13724e-23,3.41094e-28,3.41093e-28,9.74632e-26,7.89911e-26,7.89903e-26,3.57908e-24,1.00738e-30,1.00684e-30,1.30015e-27
2.51,1.88427e-18,3.09013e-19,3.68955e-19, 3.81045e-20, 1.40023e-20,1.38484e-20,1.76944e-18,3.00750e-19,3.62646e-19,7.59187e-20,6.95856e-20,6.64661e-20,7.93849e-22,6.71587e-22,2.55437e-21,1.08605e-23,1.08605e-23,1.01775e-22,2.43702e-24,2.43599e-24,3.42567e-23,3.98505e-28,3.98503e-28,1.08847e-25,8.61301e-26,8.61292e-26,3.81726e-24,1.16379e-30,1.16316e-30,1.43483e-27
2.52,1.91043e-18,3.06388e-19,3.72468e-19, 3.77635e-20, 1.42151e-20,1.40835e-20,1.79375e-18,2.97721e-19,3.66113e-19,7.80393e-20,7.09424e-20,6.69896e-20,8.59571e-22,7.24537e-22,2.73142e-21,1.21291e-23,1.21290e-23,1.10832e-22,2.71466e-24,2.71340e-24,3.73893e-23,4.65298e-28,4.65297e-28,1.21509e-25,9.38902e-26,9.38891e-26,4.07042e-24,1.34397e-30,1.34321e-30,1.58299e-27
2.53,1.93581e-18,3.02758e-19,3.70441e-19, 3.73775e-20, 1.45401e-20,1.36045e-20,1.81730e-18,2.93650e-19,3.63982e-19,8.01902e-20,7.22491e-20,6.74578e-20,9.30262e-22,7.79196e-22,2.91201e-21,1.35378e-23,1.35377e-23,1.20673e-22,3.02244e-24,3.02093e-24,4.07901e-23,5.42960e-28,5.42958e-28,1.35586e-25,1.02323e-25,1.02322e-25,4.33944e-24,1.55143e-30,1.55051e-30,1.74594e-27
2.54,1.96039e-18,3.03336e-19,3.70380e-19, 3.69469e-20, 1.47338e-20,1.40469e-20,1.84005e-18,2.93927e-19,3.63824e-19,8.23709e-20,7.34980e-20,6.78698e-20,1.00625e-21,8.36772e-22,3.10257e-21,1.51011e-23,1.51011e-23,1.31839e-22,3.36349e-24,3.36166e-24,4.44802e-23,6.33203e-28,6.33200e-28,1.51228e-25,1.11485e-25,1.11483e-25,4.62525e-24,1.79020e-30,1.78911e-30,1.92510e-27
2.55,1.98412e-18,3.03439e-19,3.71728e-19, 3.64726e-20, 1.48610e-20,1.45341e-20,1.86196e-18,2.93728e-19,3.65080e-19,8.45808e-20,7.46812e-20,6.83845e-20,1.08790e-21,8.97808e-22,3.30334e-21,1.68351e-23,1.68349e-23,1.43611e-22,3.74120e-24,3.73899e-24,4.84797e-23,7.37999e-28,7.37995e-28,1.68603e-25,1.21436e-25,1.21434e-25,4.92882e-24,2.06491e-30,2.06361e-30,2.12203e-27
2.56,2.00698e-18,3.02177e-19,3.74968e-19, 3.59557e-20, 1.49280e-20,1.42278e-20,1.88300e-18,2.92111e-19,3.68104e-19,8.68195e-20,7.58862e-20,6.99021e-20,1.17558e-21,9.62558e-22,3.51362e-21,1.87569e-23,1.87568e-23,1.56207e-22,4.15929e-24,4.15663e-24,5.28138e-23,8.59623e-28,8.59618e-28,1.87894e-25,1.32241e-25,1.32239e-25,5.25120e-24,2.38082e-30,2.37928e-30,2.33841e-27
2.57,2.02891e-18,3.00886e-19,3.75503e-19, 3.53975e-20, 1.49691e-20,1.39904e-20,1.90313e-18,2.90425e-19,3.68365e-19,8.90863e-20,7.72042e-20,7.14160e-20,1.26967e-21,1.03118e-21,3.73492e-21,2.08858e-23,2.08856e-23,1.69813e-22,4.62185e-24,4.61865e-24,5.75095e-23,1.00069e-27,1.00068e-27,2.09302e-25,1.43970e-25,1.43968e-25,5.59346e-24,2.74399e-30,2.74215e-30,2.57611e-27
2.58,2.04990e-18,3.01126e-19,3.71718e-19, 3.47993e-20, 1.49777e-20,1.42544e-20,1.92232e-18,2.90330e-19,3.64194e-19,9.13807e-20,7.84809e-20,7.29246e-20,1.37060e-21,1.10384e-21,3.96761e-21,2.32425e-23,2.32423e-23,1.84461e-22,5.13336e-24,5.12950e-24,6.25946e-23,1.16420e-27,1.16419e-27,2.33049e-25,1.56700e-25,1.56697e-25,5.95675e-24,3.16131e-30,3.15912e-30,2.83715e-27
2.59,2.06990e-18,2.99803e-19,3.65249e-19, 3.41629e-20, 1.51247e-20,1.41743e-20,1.94053e-18,2.88568e-19,3.57418e-19,9.37020e-20,7.98742e-20,7.37591e-20,1.47880e-21,1.18250e-21,4.21209e-21,2.58498e-23,2.58495e-23,2.00183e-22,5.69869e-24,5.69406e-24,6.79984e-23,1.35362e-27,1.35361e-27,2.59379e-25,1.70511e-25,1.70508e-25,6.34228e-24,3.64066e-30,3.63805e-30,3.12372e-27
2.60,2.08890e-18,2.95945e-19,3.62904e-19, 3.34901e-20, 1.52665e-20,1.43332e-20,1.95773e-18,2.84242e-19,3.54878e-19,9.60496e-20,8.09627e-20,7.44014e-20,1.59473e-21,1.26642e-21,4.46877e-21,2.87326e-23,2.87322e-23,2.15801e-22,6.32321e-24,6.31765e-24,7.35114e-23,1.57290e-27,1.57289e-27,2.88560e-25,1.85492e-25,1.85489e-25,6.75130e-24,4.19104e-30,4.18793e-30,3.43823e-27
2.61,2.10686e-18,2.95061e-19,3.60317e-19, 3.27829e-20, 1.53365e-20,1.45915e-20,1.97390e-18,2.83008e-19,3.51931e-19,9.84229e-20,8.20408e-20,7.57459e-20,1.71888e-21,1.35542e-21,4.73803e-21,3.19180e-23,3.19175e-23,2.32786e-22,7.01275e-24,7.00607e-24,7.94217e-23,1.82662e-27,1.82660e-27,3.20886e-25,2.01738e-25,2.01734e-25,7.18517e-24,4.82272e-30,4.81902e-30,3.78330e-27
2.62,2.12376e-18,2.92943e-19,3.57851e-19, 3.20436e-20, 1.53024e-20,1.46195e-20,1.98900e-18,2.80484e-19,3.49104e-19,1.00821e-19,8.31144e-20,7.71039e-20,1.85175e-21,1.44972e-21,5.02027e-21,3.54355e-23,3.54349e-23,2.52087e-22,7.77370e-24,7.76570e-24,8.57647e-23,2.11998e-27,2.11996e-27,3.56679e-25,2.19350e-25,2.19346e-25,7.64527e-24,5.54743e-30,5.54302e-30,4.16179e-27
2.63,2.13957e-18,2.92392e-19,3.59199e-19, 3.12744e-20, 1.52464e-20,1.45142e-20,2.00301e-18,2.79648e-19,3.50245e-19,1.03244e-19,8.39926e-20,7.81885e-20,1.99387e-21,1.54957e-21,5.31727e-21,3.93174e-23,3.93166e-23,2.72833e-22,8.61303e-24,8.60344e-24,9.25617e-23,2.45899e-27,2.45896e-27,3.95452e-25,2.38440e-25,2.38435e-25,8.13309e-24,6.37851e-30,6.37328e-30,4.57681e-27
2.64,2.15427e-18,2.91244e-19,3.63906e-19, 3.04779e-20, 1.52606e-20,1.44347e-20,2.01590e-18,2.78224e-19,3.54901e-19,1.05690e-19,8.47277e-20,7.89477e-20,2.14582e-21,1.65525e-21,5.63107e-21,4.35988e-23,4.35978e-23,2.95072e-22,9.53834e-24,9.52687e-24,9.98549e-23,2.85048e-27,2.85045e-27,4.38829e-25,2.59124e-25,2.59118e-25,8.65017e-24,7.33121e-30,7.32500e-30,5.03175e-27
2.65,2.16784e-18,2.92138e-19,3.64635e-19, 2.96566e-20, 1.52448e-20,1.39108e-20,2.02765e-18,2.78932e-19,3.55311e-19,1.08159e-19,8.54757e-20,8.05211e-20,2.30816e-21,1.77011e-21,5.95470e-21,4.83178e-23,4.83166e-23,3.18924e-22,1.05579e-23,1.05444e-23,1.07677e-22,3.30233e-27,3.30228e-27,4.87115e-25,2.81530e-25,2.81523e-25,9.19815e-24,8.42288e-30,8.41551e-30,5.53029e-27
2.66,2.18026e-18,2.90983e-19,3.61426e-19, 2.88133e-20, 1.51419e-20,1.36241e-20,2.03825e-18,2.77553e-19,3.51928e-19,1.10650e-19,8.60384e-20,8.09335e-20,2.48153e-21,1.89242e-21,6.29082e-21,5.35160e-23,5.35144e-23,3.44509e-22,1.16808e-23,1.16648e-23,1.16257e-22,3.82349e-27,3.82344e-27,5.40479e-25,3.05795e-25,3.05788e-25,9.77874e-24,9.67330e-30,9.66456e-30,6.07646e-27
2.67,2.19152e-18,2.91008e-19,3.51074e-19, 2.79507e-20, 1.48789e-20,1.36490e-20,2.04767e-18,2.77515e-19,3.41197e-19,1.13162e-19,8.62888e-20,8.12846e-20,2.66655e-21,2.01781e-21,6.61540e-21,5.92384e-23,5.92364e-23,3.71936e-22,1.29168e-23,1.28980e-23,1.25356e-22,4.42426e-27,4.42419e-27,5.99428e-25,3.32068e-25,3.32059e-25,1.03937e-23,1.11050e-29,1.10946e-29,6.67399e-27
2.68,2.20161e-18,2.88969e-19,3.50760e-19, 2.70716e-20, 1.46077e-20,1.43904e-20,2.05589e-18,2.75123e-19,3.40717e-19,1.15695e-19,8.71325e-20,8.17878e-20,2.86392e-21,2.15131e-21,6.92723e-21,6.55339e-23,6.55315e-23,4.00536e-22,1.42767e-23,1.42546e-23,1.35690e-22,5.11634e-27,5.11626e-27,6.64516e-25,3.60505e-25,3.60495e-25,1.10450e-23,1.27435e-29,1.27312e-29,7.32586e-27
2.69,2.21050e-18,2.85538e-19,3.53850e-19, 2.61790e-20, 1.43327e-20,1.44566e-20,2.06291e-18,2.71360e-19,3.43432e-19,1.18248e-19,8.76636e-20,8.36780e-20,3.07433e-21,2.29635e-21,7.29319e-21,7.24558e-23,7.24527e-23,4.30789e-22,1.57720e-23,1.57462e-23,1.47325e-22,5.91313e-27,5.91303e-27,7.36350e-25,3.91278e-25,3.91266e-25,1.17328e-23,1.46181e-29,1.46035e-29,8.03905e-27
2.70,2.21820e-18,2.87170e-19,3.52208e-19, 2.52757e-20, 1.40281e-20,1.40893e-20,2.06871e-18,2.72784e-19,3.41228e-19,1.20820e-19,8.86139e-20,8.57705e-20,3.29851e-21,2.44410e-21,7.67357e-21,8.00615e-23,8.00576e-23,4.65684e-22,1.74156e-23,1.73853e-23,1.59313e-22,6.82990e-27,6.82979e-27,8.15592e-25,4.24569e-25,4.24556e-25,1.24600e-23,1.67617e-29,1.67445e-29,8.81909e-27
2.71,2.22469e-18,2.84362e-19,3.53881e-19, 2.43646e-20, 1.36949e-20,1.35899e-20,2.07327e-18,2.69539e-19,3.42338e-19,1.23411e-19,8.95309e-20,8.82393e-20,3.53724e-21,2.60289e-21,8.06532e-21,8.84134e-23,8.84085e-23,5.02758e-22,1.92210e-23,1.91857e-23,1.72148e-22,7.88409e-27,7.88394e-27,9.02968e-25,4.60575e-25,4.60560e-25,1.32294e-23,1.92122e-29,1.91918e-29,9.67199e-27
2.72,2.22997e-18,2.86443e-19,3.52146e-19, 2.34485e-20, 1.33510e-20,1.35119e-20,2.07660e-18,2.71473e-19,3.40093e-19,1.26019e-19,9.03680e-20,8.99384e-20,3.79130e-21,2.77022e-21,8.47171e-21,9.75790e-23,9.75729e-23,5.43483e-22,2.12033e-23,2.11621e-23,1.85463e-22,9.09552e-27,9.09534e-27,9.99151e-25,4.99507e-25,4.99490e-25,1.40434e-23,2.20122e-29,2.19881e-29,1.06043e-26
2.73,2.23404e-18,2.85327e-19,3.54253e-19, 2.25304e-20, 1.29600e-20,1.31129e-20,2.07868e-18,2.70037e-19,3.41899e-19,1.28643e-19,9.11848e-20,9.13734e-20,4.06155e-21,2.94640e-21,8.87813e-21,1.07631e-22,1.07624e-22,5.86760e-22,2.33787e-23,2.33305e-23,1.98240e-22,1.04868e-26,1.04866e-26,1.10507e-24,5.41593e-25,5.41572e-25,1.49042e-23,2.52104e-29,2.51818e-29,1.16676e-26
2.74,2.23690e-18,2.80993e-19,3.48378e-19, 2.16129e-20, 1.26260e-20,1.27830e-20,2.07951e-18,2.65207e-19,3.35285e-19,1.31283e-19,9.19403e-20,9.32746e-20,4.34883e-21,3.13165e-21,9.33489e-21,1.18649e-22,1.18640e-22,6.33074e-22,2.57648e-23,2.57086e-23,2.11808e-22,1.20836e-26,1.20834e-26,1.22000e-24,5.87074e-25,5.87051e-25,1.58144e-23,2.88619e-29,2.88281e-29,1.29183e-26
2.75,2.23855e-18,2.78452e-19,3.47123e-19, 2.06988e-20, 1.21855e-20,1.23631e-20,2.07910e-18,2.62295e-19,3.33480e-19,1.33939e-19,9.26134e-20,9.50629e-20,4.65406e-21,3.32640e-21,9.74207e-21,1.30718e-22,1.30706e-22,6.82445e-22,2.83806e-23,2.83151e-23,2.26208e-22,1.39153e-26,1.39149e-26,1.34528e-24,6.36213e-25,6.36186e-25,1.67766e-23,3.30292e-29,3.29893e-29,1.42987e-26
2.76,2.23899e-18,2.77703e-19,3.45641e-19, 1.97907e-20, 1.17251e-20,1.20725e-20,2.07743e-18,2.61643e-19,3.31443e-19,1.36608e-19,9.22618e-20,9.67688e-20,4.97816e-21,3.53097e-21,1.01511e-20,1.43930e-22,1.43915e-22,7.35246e-22,3.12468e-23,3.11705e-23,2.41478e-22,1.60150e-26,1.60145e-26,1.48280e-24,6.89289e-25,6.89259e-25,1.77935e-23,3.77834e-29,3.77363e-29,1.58216e-26
2.77,2.23822e-18,2.75419e-19,3.44283e-19, 1.88910e-20, 1.13239e-20,1.17727e-20,2.07453e-18,2.59109e-19,3.29866e-19,1.39292e-19,9.26061e-20,9.73008e-20,5.32211e-21,3.74568e-21,1.06199e-20,1.58384e-22,1.58365e-22,7.91495e-22,3.43857e-23,3.42970e-23,2.58087e-22,1.84204e-26,1.84199e-26,1.63351e-24,7.46604e-25,7.46568e-25,1.88680e-23,4.32048e-29,4.31493e-29,1.75012e-26
2.78,2.23627e-18,2.69440e-19,3.42860e-19, 1.80022e-20, 1.08752e-20,1.14210e-20,2.07038e-18,2.52942e-19,3.28148e-19,1.41987e-19,9.21102e-20,9.80662e-20,5.68691e-21,3.97753e-21,1.11121e-20,1.74186e-22,1.74164e-22,8.47802e-22,3.78216e-23,3.77185e-23,2.76780e-22,2.11745e-26,2.11738e-26,1.79845e-24,8.08478e-25,8.08437e-25,2.00031e-23,4.93848e-29,4.93192e-29,1.93532e-26
2.79,2.23313e-18,2.63392e-19,3.43248e-19, 1.71265e-20, 1.04197e-20,1.10942e-20,2.06500e-18,2.46477e-19,3.27958e-19,1.44694e-19,9.21847e-20,1.00010e-19,6.07361e-21,4.22640e-21,1.17005e-20,1.91453e-22,1.91425e-22,9.05358e-22,4.15807e-23,4.14608e-23,2.96696e-22,2.43257e-26,2.43249e-26,1.97904e-24,8.75257e-25,8.75211e-25,2.12056e-23,5.64264e-29,5.63491e-29,2.13944e-26
2.80,2.22882e-18,2.58958e-19,3.43379e-19, 1.62660e-20, 9.98492e-21,1.06895e-20,2.05840e-18,2.42131e-19,3.27460e-19,1.47412e-19,9.11691e-20,1.02041e-19,6.48327e-21,4.47707e-21,1.23058e-20,2.10308e-22,2.10273e-22,9.66267e-22,4.56912e-23,4.55520e-23,3.17907e-22,2.79292e-26,2.79281e-26,2.17046e-24,9.47311e-25,9.47259e-25,2.24791e-23,6.44467e-29,6.43556e-29,2.36436e-26
2.81,2.22336e-18,2.58168e-19,3.37922e-19, 1.54226e-20, 9.50620e-21,1.02550e-20,2.05060e-18,2.41382e-19,3.21472e-19,1.50141e-19,9.09541e-20,1.02837e-19,6.91702e-21,4.72023e-21,1.28548e-20,2.30884e-22,2.30841e-22,1.03061e-21,5.01837e-23,5.00222e-23,3.40484e-22,3.20473e-26,3.20459e-26,2.37938e-24,1.02504e-24,1.02498e-24,2.38238e-23,7.35780e-29,7.34708e-29,2.61211e-26
2.82,2.21676e-18,2.53544e-19,3.36783e-19, 1.45981e-20, 9.05156e-21,9.88931e-21,2.04160e-18,2.36438e-19,3.20019e-19,1.52878e-19,9.09653e-20,1.03589e-19,7.37599e-21,4.97907e-21,1.34518e-20,2.53324e-22,2.53271e-22,1.09964e-21,5.50912e-23,5.49040e-23,3.64505e-22,3.67505e-26,3.67488e-26,2.60731e-24,1.10886e-24,1.10879e-24,2.52435e-23,8.39701e-29,8.38438e-29,2.88491e-26
2.83,2.20904e-18,2.50806e-19,3.36462e-19, 1.37942e-20, 8.75248e-21,9.66717e-21,2.03142e-18,2.33556e-19,3.19335e-19,1.55623e-19,9.08359e-20,1.04598e-19,7.86139e-21,5.25998e-21,1.40139e-20,2.77782e-22,2.77717e-22,1.17619e-21,6.04493e-23,6.02319e-23,3.90852e-22,4.21187e-26,4.21166e-26,2.85586e-24,1.19923e-24,1.19915e-24,2.67420e-23,9.57921e-29,9.56436e-29,3.18521e-26
2.84,2.20022e-18,2.45469e-19,3.33819e-19, 1.30123e-20, 8.30823e-21,9.41618e-21,2.02008e-18,2.28248e-19,3.16355e-19,1.58376e-19,8.97650e-20,1.05125e-19,8.37442e-21,5.54714e-21,1.46055e-20,3.04423e-22,3.04343e-22,1.25733e-21,6.62963e-23,6.60422e-23,4.19209e-22,4.82422e-26,4.82395e-26,3.12679e-24,1.29664e-24,1.29655e-24,2.83996e-23,1.09236e-28,1.09061e-28,3.47948e-26
2.85,2.19032e-18,2.42036e-19,3.27275e-19, 1.22536e-20, 7.83695e-21,9.04716e-21,2.00760e-18,2.24728e-19,3.09200e-19,1.61136e-19,8.93498e-20,1.05755e-19,8.91634e-21,5.83785e-21,1.53583e-20,3.33423e-22,3.33324e-22,1.34329e-21,7.26737e-23,7.23768e-23,4.49375e-22,5.52229e-26,5.52195e-26,3.42196e-24,1.40160e-24,1.40150e-24,3.01701e-23,1.24517e-28,1.24311e-28,3.79721e-26
2.86,2.17936e-18,2.44294e-19,3.20343e-19, 1.15193e-20, 7.37382e-21,8.87644e-21,1.99401e-18,2.27322e-19,3.01617e-19,1.63901e-19,8.89495e-20,1.06329e-19,9.48844e-21,6.13909e-21,1.61104e-20,3.64971e-22,3.64850e-22,1.43973e-21,7.96259e-23,7.92794e-23,4.81625e-22,6.31758e-26,6.31716e-26,3.74311e-24,1.51468e-24,1.51456e-24,3.20437e-23,1.41880e-28,1.41638e-28,4.14277e-26
2.87,2.16738e-18,2.46970e-19,3.12842e-19, 1.08103e-20, 6.98892e-21,8.62601e-21,1.97932e-18,2.30316e-19,2.93608e-19,1.66671e-19,8.86469e-20,1.06336e-19,1.00920e-20,6.44630e-21,1.67365e-20,3.99271e-22,3.99122e-22,1.53418e-21,8.72009e-23,8.67968e-23,5.16596e-22,7.22308e-26,7.22257e-26,4.09248e-24,1.63646e-24,1.63632e-24,3.40259e-23,1.61600e-28,1.61316e-28,4.51848e-26
