##### Reconstructed absorption cross section spectrum (U6OH) ##### 
## Number of input transitions: 9
## Number of input geometries: 100
## Possible outliers (geometry id): 69
## Remove outliers?: TRUE
## Model: GMM-NEA 
## Number of mixtures (K): 2, 2, 2, 2, 2, 2, 2, 2, 2
## Model constraints (M): EEV, EVE, EEI, EII, EEI, EEE, VVI, VVI, VVI
## Date: 2022-02-22
E_ev,sigma_cm2_full,sigma_cm2_full_lci,sigma_cm2_full_uci,sigma_cm2_Band_1,sigma_cm2_Band_1_lci,sigma_cm2_Band_1_uci,sigma_cm2_Band_2,sigma_cm2_Band_2_lci,sigma_cm2_Band_2_uci,sigma_cm2_Band_3,sigma_cm2_Band_3_lci,sigma_cm2_Band_3_uci,sigma_cm2_Band_4,sigma_cm2_Band_4_lci,sigma_cm2_Band_4_uci,sigma_cm2_Band_5,sigma_cm2_Band_5_lci,sigma_cm2_Band_5_uci,sigma_cm2_Band_6,sigma_cm2_Band_6_lci,sigma_cm2_Band_6_uci,sigma_cm2_Band_7,sigma_cm2_Band_7_lci,sigma_cm2_Band_7_uci,sigma_cm2_Band_8,sigma_cm2_Band_8_lci,sigma_cm2_Band_8_uci,sigma_cm2_Band_9,sigma_cm2_Band_9_lci,sigma_cm2_Band_9_uci
6.25,5.20320e-19,1.34113e-19,2.18732e-19, 1.52629e-61, 1.52629e-61,3.30993e-48,3.14982e-34,3.14977e-34,2.65618e-27,5.57310e-26,5.57310e-26,9.88568e-25,1.45719e-25,1.45480e-25,4.59290e-24,4.60311e-23,4.51164e-23,7.07877e-22,1.97548e-21,1.78584e-21,8.39532e-21,1.21819e-20,8.42661e-21,1.81750e-20,2.55587e-19,1.10752e-19,1.85759e-19,2.50529e-19,7.51419e-20,1.13736e-19
6.26,5.15986e-19,1.33746e-19,2.16316e-19, 9.54127e-62, 9.54127e-62,2.38095e-48,2.68088e-34,2.68084e-34,2.42282e-27,4.94479e-26,4.94479e-26,9.02491e-25,1.27836e-25,1.27639e-25,4.17287e-24,4.15726e-23,4.07841e-23,6.42172e-22,1.83774e-21,1.66570e-21,7.94648e-21,1.14856e-20,8.00511e-21,1.75861e-20,2.53535e-19,1.10185e-19,1.84394e-19,2.49086e-19,7.53698e-20,1.11439e-19
6.27,5.11567e-19,1.34294e-19,2.13882e-19, 5.95762e-62, 5.95762e-62,1.71197e-48,2.28000e-34,2.27996e-34,2.20929e-27,4.38527e-26,4.38527e-26,8.23593e-25,1.12083e-25,1.11920e-25,3.78954e-24,3.75243e-23,3.68468e-23,5.81692e-22,1.70878e-21,1.55278e-21,7.48674e-21,1.08228e-20,7.60179e-21,1.70043e-20,2.51449e-19,1.09861e-19,1.82698e-19,2.47550e-19,7.68469e-20,1.09642e-19
6.28,5.07065e-19,1.33592e-19,2.12798e-19, 3.71566e-62, 3.71566e-62,1.22993e-48,1.93754e-34,1.93751e-34,2.01396e-27,3.88727e-26,3.88727e-26,7.51304e-25,9.82134e-26,9.80795e-26,3.43987e-24,3.38509e-23,3.32692e-23,5.26287e-22,1.58812e-21,1.44720e-21,7.13778e-21,1.01925e-20,7.22606e-21,1.64313e-20,2.49327e-19,1.09076e-19,1.80875e-19,2.45923e-19,7.67788e-20,1.10661e-19
6.29,5.02479e-19,1.33088e-19,2.11580e-19, 2.31471e-62, 2.31471e-62,8.82892e-49,1.64521e-34,1.64519e-34,1.83536e-27,3.44422e-26,3.44422e-26,6.85098e-25,8.60100e-26,8.58998e-26,3.12107e-24,3.05195e-23,3.00205e-23,4.85899e-22,1.47526e-21,1.34854e-21,6.75877e-21,9.59323e-21,6.85516e-21,1.58676e-20,2.47173e-19,1.08467e-19,1.78929e-19,2.44207e-19,7.68025e-20,1.11593e-19
6.30,4.97813e-19,1.32764e-19,2.10234e-19, 1.44030e-62, 1.44030e-62,6.33250e-49,1.39587e-34,1.39586e-34,1.67107e-27,3.05025e-26,3.05025e-26,6.24488e-25,7.52792e-26,7.51885e-26,2.83053e-24,2.75002e-23,2.70725e-23,4.51224e-22,1.36977e-21,1.25589e-21,6.39679e-21,9.02399e-21,6.49698e-21,1.53137e-20,2.44986e-19,1.07835e-19,1.76864e-19,2.42405e-19,7.71627e-20,1.12436e-19
6.31,4.93067e-19,1.32512e-19,2.08521e-19, 8.95176e-63, 8.95176e-63,4.53820e-49,1.18337e-34,1.18335e-34,1.52054e-27,2.70009e-26,2.70009e-26,5.69022e-25,6.58487e-26,6.57742e-26,2.56589e-24,2.47653e-23,2.43991e-23,4.16283e-22,1.27122e-21,1.16894e-21,6.09392e-21,8.48361e-21,6.13568e-21,1.47700e-20,2.42769e-19,1.07276e-19,1.75826e-19,2.40518e-19,7.75389e-20,1.10953e-19
6.32,4.88243e-19,1.32308e-19,2.07461e-19, 5.55725e-63, 5.55725e-63,3.24963e-49,1.00240e-34,1.00239e-34,1.38315e-27,2.38903e-26,2.38903e-26,5.18286e-25,5.75661e-26,5.75051e-26,2.32496e-24,2.22896e-23,2.19763e-23,3.87129e-22,1.17919e-21,1.08740e-21,5.82779e-21,7.97096e-21,5.78744e-21,1.42908e-20,2.40522e-19,1.06708e-19,1.75320e-19,2.38549e-19,7.80004e-20,1.09838e-19
6.33,4.83344e-19,1.31362e-19,2.06868e-19, 3.44594e-63, 3.44594e-63,2.32501e-49,8.48406e-35,8.48398e-35,1.25779e-27,2.11281e-26,2.11281e-26,4.71894e-25,5.02960e-26,5.02463e-26,2.10570e-24,2.00499e-23,1.97820e-23,3.56809e-22,1.09330e-21,1.01098e-21,5.52398e-21,7.48492e-21,5.45564e-21,1.37862e-20,2.38246e-19,1.06104e-19,1.74662e-19,2.36500e-19,7.72471e-20,1.09850e-19
6.34,4.78372e-19,1.31559e-19,2.04724e-19, 2.13429e-63, 2.13429e-63,1.66210e-49,7.17483e-35,7.17477e-35,1.14345e-27,1.86767e-26,1.86767e-26,4.29492e-25,4.39184e-26,4.38779e-26,1.90627e-24,1.80248e-23,1.77960e-23,3.26380e-22,1.01318e-21,9.39405e-22,5.15706e-21,7.02442e-21,5.13971e-21,1.32031e-20,2.35943e-19,1.05554e-19,1.72427e-19,2.34373e-19,7.83508e-20,1.09453e-19
6.35,4.73328e-19,1.31451e-19,2.01328e-19, 1.32037e-63, 1.32037e-63,1.18722e-49,6.06263e-35,6.06258e-35,1.03918e-27,1.65020e-26,1.65020e-26,3.90752e-25,3.83272e-26,3.82941e-26,1.72497e-24,1.61950e-23,1.59988e-23,3.01006e-22,9.38481e-22,8.72409e-22,4.81371e-21,6.58840e-21,4.84709e-21,1.27033e-20,2.33614e-19,1.05206e-19,1.68523e-19,2.32171e-19,7.86551e-20,1.09308e-19
6.36,4.68215e-19,1.30952e-19,1.97686e-19, 8.15897e-64, 8.15897e-64,8.47317e-50,5.11860e-35,5.11856e-35,9.44142e-28,1.45738e-26,1.45738e-26,3.55372e-25,3.34283e-26,3.34012e-26,1.55712e-24,1.45425e-23,1.43741e-23,2.78483e-22,8.68876e-22,8.09741e-22,4.53907e-21,6.17584e-21,4.56941e-21,1.22132e-20,2.31260e-19,1.04498e-19,1.64536e-19,2.29895e-19,7.87850e-20,1.08802e-19
6.37,4.63035e-19,1.30323e-19,1.93057e-19, 5.03583e-64, 5.03583e-64,6.04231e-50,4.31799e-35,4.31796e-35,8.57533e-28,1.28650e-26,1.28650e-26,3.23073e-25,2.91386e-26,2.91163e-26,1.40318e-24,1.30512e-23,1.29086e-23,2.57518e-22,8.04048e-22,7.51158e-22,4.23518e-21,5.78572e-21,4.30473e-21,1.17344e-20,2.28883e-19,1.03692e-19,1.60445e-19,2.27550e-19,7.88222e-20,1.06642e-19
6.38,4.57791e-19,1.29793e-19,1.90978e-19, 3.10459e-64, 3.10459e-64,4.30529e-50,3.63958e-35,3.63955e-35,7.78634e-28,1.13512e-26,1.13512e-26,2.93599e-25,2.53846e-26,2.53662e-26,1.26386e-24,1.17060e-23,1.15856e-23,2.37718e-22,7.43701e-22,6.96430e-22,3.98046e-21,5.41706e-21,4.05265e-21,1.12527e-20,2.26482e-19,1.03041e-19,1.60369e-19,2.25136e-19,7.88146e-20,1.03013e-19
6.39,4.52486e-19,1.29039e-19,1.88607e-19, 1.91177e-64, 1.91177e-64,3.06509e-50,3.06520e-35,3.06519e-35,7.06780e-28,1.00109e-26,1.00109e-26,2.66714e-25,2.21013e-26,2.20863e-26,1.13783e-24,1.04935e-23,1.03914e-23,2.16332e-22,6.87555e-22,6.45333e-22,3.73631e-21,5.06891e-21,3.81277e-21,1.08188e-20,2.24061e-19,1.02350e-19,1.59431e-19,2.22658e-19,7.84894e-20,1.00117e-19
6.40,4.47121e-19,1.28548e-19,1.86592e-19, 1.17588e-64, 1.17588e-64,2.18035e-50,2.57933e-35,2.57932e-35,6.41364e-28,8.82479e-27,8.82479e-27,2.42200e-25,1.92315e-26,1.92193e-26,1.02363e-24,9.40112e-24,9.31594e-24,1.94831e-22,6.35344e-22,5.97658e-22,3.48555e-21,4.74035e-21,3.58416e-21,1.03782e-20,2.21619e-19,1.01595e-19,1.58147e-19,2.20117e-19,7.86749e-20,9.84171e-20
6.41,4.41700e-19,1.28053e-19,1.85338e-19, 7.22415e-65, 7.22415e-65,1.54971e-50,2.16867e-35,2.16866e-35,5.81826e-28,7.77559e-27,7.77559e-27,2.19856e-25,1.67246e-26,1.67146e-26,9.20388e-25,8.41762e-24,8.34683e-24,1.75306e-22,5.86817e-22,5.53203e-22,3.25165e-21,4.43047e-21,3.36673e-21,9.91591e-21,2.19158e-19,1.00820e-19,1.57919e-19,2.17517e-19,7.88755e-20,9.64506e-20
6.42,4.36226e-19,1.27530e-19,1.82113e-19, 4.43311e-65, 4.43311e-65,1.10057e-50,1.82188e-35,1.82187e-35,5.27656e-28,6.84795e-27,6.84795e-27,1.99499e-25,1.45360e-26,1.45279e-26,8.27169e-25,7.53266e-24,7.47241e-24,1.60212e-22,5.41737e-22,5.12375e-22,3.06839e-21,4.13841e-21,3.16462e-21,9.45890e-21,2.16679e-19,1.00412e-19,1.53939e-19,2.14860e-19,7.85559e-20,9.67921e-20
6.43,4.30702e-19,1.28079e-19,1.80983e-19, 2.71723e-65, 2.71723e-65,7.80961e-51,1.52928e-35,1.52927e-35,4.78385e-28,6.02819e-27,6.02819e-27,1.80251e-25,1.26264e-26,1.26198e-26,7.43040e-25,6.73686e-24,6.68720e-24,1.47068e-22,4.99882e-22,4.74422e-22,2.88053e-21,3.86332e-21,2.97341e-21,9.01851e-21,2.14183e-19,1.00166e-19,1.52725e-19,2.12149e-19,7.97612e-20,9.66456e-20
6.44,4.25130e-19,1.27258e-19,1.79204e-19, 1.66358e-65, 1.66358e-65,5.53710e-51,1.28261e-35,1.28260e-35,4.33584e-28,5.30410e-27,5.30410e-27,1.62251e-25,1.09613e-26,1.09560e-26,6.67151e-25,6.02167e-24,5.98181e-24,1.34804e-22,4.61040e-22,4.38920e-22,2.67889e-21,3.60438e-21,2.79179e-21,8.63311e-21,2.11671e-19,9.89560e-20,1.52080e-19,2.09387e-19,7.99647e-20,9.43623e-20
6.45,4.19513e-19,1.26022e-19,1.78085e-19, 1.01731e-65, 1.01731e-65,3.92264e-51,1.07484e-35,1.07483e-35,3.92861e-28,4.66482e-27,4.66482e-27,1.45992e-25,9.51029e-27,9.50594e-27,5.97705e-25,5.37929e-24,5.34632e-24,1.20561e-22,4.25014e-22,4.05390e-22,2.49038e-21,3.36080e-21,2.61880e-21,8.28630e-21,2.09145e-19,9.77334e-20,1.51908e-19,2.06577e-19,7.95161e-20,9.25391e-20
6.46,4.13855e-19,1.25282e-19,1.75095e-19, 6.21391e-66, 6.21391e-66,2.77663e-51,8.99978e-36,8.99975e-36,3.55855e-28,4.10069e-27,4.10069e-27,1.31311e-25,8.24652e-27,8.24300e-27,5.34809e-25,4.80268e-24,4.77469e-24,1.07717e-22,3.91615e-22,3.74218e-22,2.32517e-21,3.13182e-21,2.45559e-21,7.89033e-21,2.06606e-19,9.68083e-20,1.50234e-19,2.03721e-19,7.94823e-20,8.95549e-20
6.47,4.08159e-19,1.24502e-19,1.71902e-19, 3.79115e-66, 3.79115e-66,1.96381e-51,7.52948e-36,7.52945e-36,3.22238e-28,3.60311e-27,3.60311e-27,1.18060e-25,7.14653e-27,7.14367e-27,4.78298e-25,4.28540e-24,4.26163e-24,9.81309e-23,3.60669e-22,3.45256e-22,2.19389e-21,2.91671e-21,2.30220e-21,7.50358e-21,2.04054e-19,9.59540e-20,1.47920e-19,2.00824e-19,7.92979e-20,8.72295e-20
6.48,4.02428e-19,1.23498e-19,1.66070e-19, 2.31034e-66, 2.31034e-66,1.38935e-51,6.29421e-36,6.29419e-36,2.91709e-28,3.16444e-27,3.16444e-27,1.06105e-25,6.18965e-27,6.18734e-27,4.27551e-25,3.82162e-24,3.80150e-24,9.00251e-23,3.32010e-22,3.18364e-22,2.06904e-21,2.71476e-21,2.15608e-21,7.13161e-21,2.01491e-19,9.50547e-20,1.41403e-19,1.97887e-19,7.88143e-20,8.67706e-20
6.49,3.96665e-19,1.22661e-19,1.63358e-19, 1.40629e-66, 1.40629e-66,9.83794e-52,5.25730e-36,5.25728e-36,2.63993e-28,2.77789e-27,2.77789e-27,9.53242e-26,5.35777e-27,5.35590e-27,3.82002e-25,3.40608e-24,3.38974e-24,8.25481e-23,3.05482e-22,2.93409e-22,1.95034e-21,2.52529e-21,2.01779e-21,6.77730e-21,1.98918e-19,9.41395e-20,1.39046e-19,1.94913e-19,7.86091e-20,8.54534e-20
6.50,3.90874e-19,1.21547e-19,1.61807e-19, 8.55015e-67, 8.55015e-67,6.96053e-52,4.38763e-36,4.38761e-36,2.38839e-28,2.43742e-27,2.43742e-27,8.56053e-26,4.63499e-27,4.63349e-27,3.41117e-25,3.03397e-24,3.02037e-24,7.56546e-23,2.80940e-22,2.70253e-22,1.83734e-21,2.34763e-21,1.88975e-21,6.43794e-21,1.96336e-19,9.32091e-20,1.37627e-19,1.91906e-19,7.79882e-20,8.48261e-20
6.51,3.85057e-19,1.21248e-19,1.59665e-19, 5.19241e-67, 5.19241e-67,4.92070e-52,3.65884e-36,3.65883e-36,2.16016e-28,2.13770e-27,2.13770e-27,7.68272e-26,4.00738e-27,4.00618e-27,3.04456e-25,2.70095e-24,2.68959e-24,6.92974e-23,2.58247e-22,2.48792e-22,1.72980e-21,2.18118e-21,1.76925e-21,6.11211e-21,1.93746e-19,9.28477e-20,1.36181e-19,1.88869e-19,7.79567e-20,8.31091e-20
6.52,3.79218e-19,1.20908e-19,1.57608e-19, 3.14964e-67, 3.14964e-67,3.47583e-52,3.04864e-36,3.04863e-36,1.95316e-28,1.87396e-27,1.87396e-27,6.89167e-26,3.46274e-27,3.46177e-27,2.71603e-25,2.40309e-24,2.39359e-24,6.33933e-23,2.37273e-22,2.28914e-22,1.62779e-21,2.02531e-21,1.65503e-21,5.79836e-21,1.91149e-19,9.25422e-20,1.34662e-19,1.85804e-19,7.77939e-20,8.16697e-20
6.53,3.73360e-19,1.20793e-19,1.54709e-19, 1.90831e-67, 1.90831e-67,2.45322e-52,2.53815e-36,2.53814e-36,1.76547e-28,1.64199e-27,1.64199e-27,6.17964e-26,2.99038e-27,2.98959e-27,2.42177e-25,2.13685e-24,2.12884e-24,5.79638e-23,2.17899e-22,2.10514e-22,1.53108e-21,1.87945e-21,1.54330e-21,5.49679e-21,1.88546e-19,9.21742e-20,1.31373e-19,1.82714e-19,7.80542e-20,8.15079e-20
6.54,3.67487e-19,1.20361e-19,1.51296e-19, 1.15488e-67, 1.15488e-67,1.73000e-52,2.11144e-36,2.11144e-36,1.59533e-28,1.43808e-27,1.43808e-27,5.53901e-26,2.58095e-27,2.58031e-27,2.15835e-25,1.89901e-24,1.89227e-24,5.29735e-23,2.00012e-22,1.93492e-22,1.43944e-21,1.74305e-21,1.43728e-21,5.24817e-21,1.85939e-19,9.12025e-20,1.27282e-19,1.79603e-19,7.85285e-20,8.16103e-20
6.55,3.61601e-19,1.19418e-19,1.47949e-19, 6.98103e-68, 6.98103e-68,1.21817e-52,1.75506e-36,1.75506e-36,1.44116e-28,1.25890e-27,1.25890e-27,4.96242e-26,2.22628e-27,2.22577e-27,1.92265e-25,1.68667e-24,1.68116e-24,4.76617e-23,1.83506e-22,1.77753e-22,1.35265e-21,1.61558e-21,1.33761e-21,5.08556e-21,1.83328e-19,9.00876e-20,1.24030e-19,1.76473e-19,7.83780e-20,8.04847e-20
6.56,3.55707e-19,1.18406e-19,1.45165e-19, 4.21502e-68, 4.21502e-68,8.57055e-53,1.45767e-36,1.45767e-36,1.30149e-28,1.10154e-27,1.10154e-27,4.44392e-26,1.91922e-27,1.91882e-27,1.71185e-25,1.49720e-24,1.49272e-24,4.26973e-23,1.68282e-22,1.63208e-22,1.27050e-21,1.49653e-21,1.24676e-21,4.90278e-21,1.80715e-19,8.87156e-20,1.21348e-19,1.73326e-19,7.84085e-20,7.95102e-20
6.57,3.49807e-19,1.17232e-19,1.41337e-19, 2.54201e-68, 2.54201e-68,6.02493e-53,1.20971e-36,1.20970e-36,1.17501e-28,9.63400e-28,9.63400e-28,3.97803e-26,1.65356e-27,1.65323e-27,1.52343e-25,1.32825e-24,1.32461e-24,3.83003e-23,1.54247e-22,1.49776e-22,1.17828e-21,1.38542e-21,1.16263e-21,4.65378e-21,1.78100e-19,8.72553e-20,1.19242e-19,1.70167e-19,7.82839e-20,7.57258e-20
6.58,3.43905e-19,1.16499e-19,1.38583e-19, 1.53127e-68, 1.53127e-68,4.23191e-53,1.00313e-36,1.00313e-36,1.06051e-28,8.42194e-28,8.42194e-28,3.55959e-26,1.42384e-27,1.42358e-27,1.35474e-25,1.17769e-24,1.17473e-24,3.49396e-23,1.41316e-22,1.37379e-22,1.08279e-21,1.28179e-21,1.08325e-21,4.41496e-21,1.75484e-19,8.68202e-20,1.16910e-19,1.66997e-19,7.76728e-20,7.42736e-20
6.59,3.38004e-19,1.15028e-19,1.36257e-19, 9.21348e-69, 9.21348e-69,2.97003e-53,8.31170e-37,8.31169e-37,9.56874e-29,7.35895e-28,7.35895e-28,3.18391e-26,1.22532e-27,1.22511e-27,1.20407e-25,1.04359e-24,1.04115e-24,3.20453e-23,1.29407e-22,1.25942e-22,1.01049e-21,1.18519e-21,1.00844e-21,4.18607e-21,1.72869e-19,8.58624e-20,1.14539e-19,1.63819e-19,7.65377e-20,7.36761e-20
6.60,3.32107e-19,1.13838e-19,1.33973e-19, 5.53723e-69, 5.53723e-69,2.08271e-53,6.88147e-37,6.88146e-37,8.63109e-29,6.42715e-28,6.42715e-28,2.84677e-26,1.05386e-27,1.05369e-27,1.06964e-25,9.24219e-25,9.22201e-25,2.93531e-23,1.18445e-22,1.15399e-22,9.45099e-22,1.09521e-21,9.38003e-22,3.96686e-21,1.70256e-19,8.49763e-20,1.12198e-19,1.60636e-19,7.57449e-20,7.31009e-20
6.61,3.26217e-19,1.12851e-19,1.31412e-19, 3.32398e-69, 3.32398e-69,1.45927e-53,5.69288e-37,5.69287e-37,7.78300e-29,5.61073e-28,5.61073e-28,2.54433e-26,9.05869e-28,9.05734e-28,9.49750e-26,8.18033e-25,8.16358e-25,2.65679e-23,1.08361e-22,1.05683e-22,8.74537e-22,1.01144e-21,8.71763e-22,3.75705e-21,1.67645e-19,8.40089e-20,1.10192e-19,1.57452e-19,7.53458e-20,7.14979e-20
6.62,3.20338e-19,1.12271e-19,1.29213e-19, 1.99307e-69, 1.99307e-69,1.02161e-53,4.70591e-37,4.70591e-37,7.01615e-29,4.89575e-28,4.89575e-28,2.27313e-26,7.78206e-28,7.78098e-28,8.42719e-26,7.23628e-25,7.22240e-25,2.42943e-23,9.90875e-23,9.67364e-23,8.19536e-22,9.33522e-22,8.08709e-22,3.56654e-21,1.65038e-19,8.31464e-20,1.08478e-19,1.54267e-19,7.54373e-20,7.01069e-20
6.63,3.14473e-19,1.11733e-19,1.27883e-19, 1.19366e-69, 1.19366e-69,7.14622e-54,3.88703e-37,3.88702e-37,6.32297e-29,4.26990e-28,4.26990e-28,2.03005e-26,6.68145e-28,6.68059e-28,7.45007e-26,6.39748e-25,6.38598e-25,2.18289e-23,9.05650e-23,8.85016e-23,7.67663e-22,8.61080e-22,7.49610e-22,3.37476e-21,1.62435e-19,8.24026e-20,1.07060e-19,1.51085e-19,7.54560e-20,6.98575e-20
6.64,3.08624e-19,1.10856e-19,1.26358e-19, 7.14068e-70, 7.14068e-70,4.99469e-54,3.20815e-37,3.20815e-37,5.69657e-29,3.72233e-28,3.72233e-28,1.81225e-26,5.73315e-28,5.73246e-28,6.63294e-26,5.65263e-25,5.64317e-25,1.93600e-23,8.27362e-23,8.09267e-23,7.18766e-22,7.93778e-22,6.94307e-22,3.20062e-21,1.59838e-19,8.16374e-20,1.05665e-19,1.47909e-19,7.49922e-20,6.92147e-20
6.65,3.02795e-19,1.10068e-19,1.22580e-19, 4.26672e-70, 4.26672e-70,3.48804e-54,2.64580e-37,2.64579e-37,5.13070e-29,3.24348e-28,3.24348e-28,1.61719e-26,4.91658e-28,4.91604e-28,5.88104e-26,4.99162e-25,4.98402e-25,1.73371e-23,7.55483e-23,7.39625e-23,6.72694e-22,7.31290e-22,6.42601e-22,3.04094e-21,1.57248e-19,8.08369e-20,1.01993e-19,1.44740e-19,7.46988e-20,6.79236e-20
6.66,2.96989e-19,1.09401e-19,1.20500e-19, 2.54651e-70, 2.54651e-70,2.43386e-54,2.18034e-37,2.18034e-37,4.61966e-29,2.82492e-28,2.82492e-28,1.44256e-26,4.21386e-28,4.21343e-28,5.21188e-26,4.40536e-25,4.39925e-25,1.55633e-23,6.89522e-23,6.75633e-23,6.29144e-22,6.73312e-22,5.94302e-22,2.88464e-21,1.54664e-19,8.00224e-20,9.99873e-20,1.41582e-19,7.45965e-20,6.71862e-20
6.67,2.91208e-19,1.07862e-19,1.18241e-19, 1.51808e-70, 1.51808e-70,1.69688e-54,1.79539e-37,1.79539e-37,4.15829e-29,2.45923e-28,2.45923e-28,1.28628e-26,3.60948e-28,3.60913e-28,4.61663e-26,3.88570e-25,3.88080e-25,1.38878e-23,6.29021e-23,6.16866e-23,5.87262e-22,6.19552e-22,5.49224e-22,2.71238e-21,1.52089e-19,7.88983e-20,9.77669e-20,1.38436e-19,7.35455e-20,6.64451e-20
6.68,2.85456e-19,1.06880e-19,1.16350e-19, 9.03942e-71, 9.03942e-71,1.18209e-54,1.47728e-37,1.47728e-37,3.74188e-29,2.13988e-28,2.13988e-28,1.14648e-26,3.08998e-28,3.08970e-28,4.08740e-26,3.42535e-25,3.42143e-25,1.25242e-23,5.73557e-23,5.62926e-23,5.47700e-22,5.69737e-22,5.07170e-22,2.54874e-21,1.49524e-19,7.78340e-20,9.60396e-20,1.35305e-19,7.32454e-20,6.56266e-20
6.69,2.79735e-19,1.06160e-19,1.15039e-19, 5.37630e-71, 5.37630e-71,8.22789e-55,1.21461e-37,1.21461e-37,3.36616e-29,1.86115e-28,1.86115e-28,1.02149e-26,2.64371e-28,2.64349e-28,3.61710e-26,3.01780e-25,3.01466e-25,1.13800e-23,5.22736e-23,5.13444e-23,5.10572e-22,5.23607e-22,4.67983e-22,2.39709e-21,1.46968e-19,7.72029e-20,9.48495e-20,1.32191e-19,7.28655e-20,6.50498e-20
6.70,2.74048e-19,1.05370e-19,1.13979e-19, 3.19392e-71, 3.19392e-71,5.72228e-55,9.97883e-38,9.97882e-38,3.02727e-29,1.61797e-28,1.61797e-28,9.09759e-27,2.26057e-28,2.26040e-28,3.19938e-26,2.65719e-25,2.65471e-25,1.03326e-23,4.76192e-23,4.68075e-23,4.72206e-22,4.80918e-22,4.31508e-22,2.26022e-21,1.44423e-19,7.65499e-20,9.37824e-20,1.29096e-19,7.24073e-20,6.47351e-20
6.71,2.68398e-19,1.04507e-19,1.12712e-19, 1.89523e-71, 1.89523e-71,3.97640e-55,8.19211e-38,8.19210e-38,2.72169e-29,1.40591e-28,1.40591e-28,8.09937e-27,1.93184e-28,1.93170e-28,2.82854e-26,2.33833e-25,2.33634e-25,9.36720e-24,4.33588e-23,4.26500e-23,4.37021e-22,4.41438e-22,3.97585e-22,2.14428e-21,1.41891e-19,7.58691e-20,9.24781e-20,1.26022e-19,7.18709e-20,6.43973e-20
6.72,2.62787e-19,1.03463e-19,1.10424e-19, 1.12330e-71, 1.12330e-71,2.76092e-55,6.72025e-38,6.72024e-38,2.44623e-29,1.22108e-28,1.22108e-28,7.20788e-27,1.64995e-28,1.64984e-28,2.49949e-26,2.05653e-25,2.05494e-25,8.48798e-24,3.94608e-23,3.88423e-23,4.07629e-22,4.04951e-22,3.66062e-22,2.01388e-21,1.39371e-19,7.51885e-20,9.04498e-20,1.22971e-19,7.10718e-20,6.33089e-20
6.73,2.57217e-19,1.02338e-19,1.08786e-19, 6.65010e-72, 6.65010e-72,1.91539e-55,5.50870e-38,5.50870e-38,2.19799e-29,1.06006e-28,1.06006e-28,6.41201e-27,1.40837e-28,1.40828e-28,2.20765e-26,1.80765e-25,1.80638e-25,7.68765e-24,3.58963e-23,3.53570e-23,3.80052e-22,3.71252e-22,3.36794e-22,1.90040e-21,1.36864e-19,7.44788e-20,8.98077e-20,1.19946e-19,7.01845e-20,6.13607e-20
6.74,2.51692e-19,1.00728e-19,1.07600e-19, 3.93240e-72, 3.93240e-72,1.32771e-55,4.51221e-38,4.51221e-38,1.97436e-29,9.19841e-29,9.19841e-29,5.70179e-27,1.20146e-28,1.20139e-28,1.94869e-26,1.58796e-25,1.58694e-25,6.83145e-24,3.26383e-23,3.21683e-23,3.54125e-22,3.40149e-22,3.09642e-22,1.81436e-21,1.34372e-19,7.34953e-20,8.90619e-20,1.16947e-19,6.88799e-20,6.03511e-20
6.75,2.46213e-19,9.93213e-20,1.05981e-19, 2.32265e-72, 2.32265e-72,9.19583e-56,3.69323e-38,3.69323e-38,1.77295e-29,7.97802e-29,7.97802e-29,5.06827e-27,1.02435e-28,1.02430e-28,1.71919e-26,1.39417e-25,1.39333e-25,6.06233e-24,2.96620e-23,2.92527e-23,3.22422e-22,3.11459e-22,2.84473e-22,1.70903e-21,1.31895e-19,7.23946e-20,8.71865e-20,1.13976e-19,6.79976e-20,6.02282e-20
6.76,2.40783e-19,9.78089e-20,1.04080e-19, 1.37027e-72, 1.37027e-72,6.36385e-56,3.02065e-38,3.02065e-38,1.59162e-29,6.91634e-29,6.91634e-29,4.50339e-27,8.72844e-29,8.72804e-29,1.51599e-26,1.22331e-25,1.22262e-25,5.49597e-24,2.69444e-23,2.65836e-23,2.98569e-22,2.85014e-22,2.61162e-22,1.60739e-21,1.29435e-19,7.14794e-20,8.50186e-20,1.11036e-19,6.67623e-20,6.00152e-20
6.77,2.35403e-19,9.62532e-20,1.01925e-19, 8.07472e-73, 8.07472e-73,4.40038e-56,2.46874e-38,2.46874e-38,1.42841e-29,5.99316e-29,5.99316e-29,3.99991e-27,7.43312e-29,7.43280e-29,1.33777e-26,1.07277e-25,1.07221e-25,4.98961e-24,2.44642e-23,2.41460e-23,2.76201e-22,2.60653e-22,2.39590e-22,1.51102e-21,1.26990e-19,7.05435e-20,8.33075e-20,1.08127e-19,6.54847e-20,5.87049e-20
6.78,2.30076e-19,9.44281e-20,9.98185e-20, 4.75276e-73, 4.75276e-73,3.04020e-56,2.01618e-38,2.01618e-38,1.28156e-29,5.19080e-29,5.19080e-29,3.55133e-27,6.32634e-29,6.32609e-29,1.18557e-26,9.40215e-26,9.39766e-26,4.52783e-24,2.22019e-23,2.19213e-23,2.55290e-22,2.38228e-22,2.19640e-22,1.41971e-21,1.24563e-19,6.92668e-20,8.18067e-20,1.05252e-19,6.41774e-20,5.71780e-20
