##### Reconstructed absorption cross section spectrum (U6OH) ##### 
## Number of input transitions: 9
## Number of input geometries: 100
## Possible outliers (geometry id): 69
## Remove outliers?: TRUE
## Model: auto-d 
## Empirical bandwidths d: 0.259, 0.351, 0.439, 0.331, 0.31, 0.367, 0.342, 0.42, 0.308
## Date: 2022-02-22
E_ev,sigma_cm2_full,sigma_cm2_full_lci,sigma_cm2_full_uci,sigma_cm2_Band_1,sigma_cm2_Band_1_lci,sigma_cm2_Band_1_uci,sigma_cm2_Band_2,sigma_cm2_Band_2_lci,sigma_cm2_Band_2_uci,sigma_cm2_Band_3,sigma_cm2_Band_3_lci,sigma_cm2_Band_3_uci,sigma_cm2_Band_4,sigma_cm2_Band_4_lci,sigma_cm2_Band_4_uci,sigma_cm2_Band_5,sigma_cm2_Band_5_lci,sigma_cm2_Band_5_uci,sigma_cm2_Band_6,sigma_cm2_Band_6_lci,sigma_cm2_Band_6_uci,sigma_cm2_Band_7,sigma_cm2_Band_7_lci,sigma_cm2_Band_7_uci,sigma_cm2_Band_8,sigma_cm2_Band_8_lci,sigma_cm2_Band_8_uci,sigma_cm2_Band_9,sigma_cm2_Band_9_lci,sigma_cm2_Band_9_uci
4.56,1.12545e-18,1.95193e-19,2.42150e-19, 6.60431e-54, 6.60431e-54, 1.25870e-53, 5.20844e-24, 5.19593e-24, 9.83750e-24,4.39666e-20,2.68790e-20,4.25061e-20,1.31279e-19,5.33149e-20,5.71667e-20,4.11176e-19,1.20125e-19,1.33822e-19,4.18945e-19,1.32136e-19,1.77579e-19, 1.02819e-19, 4.98722e-20, 6.20963e-20,1.67045e-20,1.25667e-20,1.61990e-20, 5.59438e-22, 5.55728e-22, 1.01326e-21
4.57,1.11859e-18,1.94673e-19,2.42379e-19, 2.56923e-54, 2.56923e-54, 4.90143e-54, 4.06775e-24, 4.05870e-24, 7.69707e-24,4.19128e-20,2.56439e-20,4.03620e-20,1.25986e-19,5.17819e-20,5.53300e-20,4.05775e-19,1.20818e-19,1.36562e-19,4.21292e-19,1.31036e-19,1.76622e-19, 1.05515e-19, 5.12098e-20, 6.27769e-20,1.75244e-20,1.29804e-20,1.64561e-20, 5.79634e-22, 5.74759e-22, 1.03295e-21
4.58,1.11171e-18,1.94330e-19,2.41939e-19, 9.93593e-55, 9.93593e-55, 1.89734e-54, 3.16689e-24, 3.16037e-24, 6.00304e-24,3.99204e-20,2.43763e-20,3.83961e-20,1.20801e-19,5.03573e-20,5.38195e-20,4.00228e-19,1.20461e-19,1.36650e-19,4.23503e-19,1.31179e-19,1.76498e-19, 1.08258e-19, 5.22980e-20, 6.34657e-20,1.83923e-20,1.34113e-20,1.75992e-20, 6.00181e-22, 5.93804e-22, 1.04950e-21
4.59,1.10485e-18,1.93682e-19,2.41385e-19, 3.81983e-55, 3.81983e-55, 7.30113e-55, 2.45777e-24, 2.45309e-24, 4.66683e-24,3.79907e-20,2.32715e-20,3.66028e-20,1.15739e-19,4.90622e-20,5.28624e-20,3.94552e-19,1.21393e-19,1.36065e-19,4.25588e-19,1.30167e-19,1.76677e-19, 1.11048e-19, 5.18708e-20, 6.38612e-20,1.93094e-20,1.39124e-20,1.80243e-20, 6.21383e-22, 6.13075e-22, 1.06283e-21
4.60,1.09806e-18,1.92116e-19,2.39656e-19, 1.45986e-55, 1.45986e-55, 2.79291e-55, 1.90143e-24, 1.89808e-24, 3.61640e-24,3.61252e-20,2.21768e-20,3.42590e-20,1.10812e-19,4.82614e-20,5.11458e-20,3.88765e-19,1.20034e-19,1.35398e-19,4.27552e-19,1.29403e-19,1.75623e-19, 1.13885e-19, 5.22150e-20, 6.42798e-20,2.02767e-20,1.43959e-20,1.83428e-20, 6.43619e-22, 6.32840e-22, 1.07605e-21
4.61,1.09137e-18,1.90668e-19,2.37870e-19, 5.54634e-56, 5.54634e-56, 1.06205e-55, 1.46638e-24, 1.46398e-24, 2.79341e-24,3.43245e-20,2.09358e-20,3.23595e-20,1.06031e-19,4.74867e-20,5.01190e-20,3.82883e-19,1.17911e-19,1.32108e-19,4.29402e-19,1.29519e-19,1.76138e-19, 1.16768e-19, 5.24681e-20, 6.45573e-20,2.12948e-20,1.51429e-20,1.94241e-20, 6.67351e-22, 6.53422e-22, 1.08381e-21
4.62,1.08481e-18,1.88815e-19,2.31567e-19, 2.09475e-56, 2.09475e-56, 4.01474e-56, 1.12729e-24, 1.12559e-24, 2.15078e-24,3.25894e-20,1.99562e-20,3.06081e-20,1.01405e-19,4.69522e-20,4.98639e-20,3.76922e-19,1.15892e-19,1.27681e-19,4.31140e-19,1.29223e-19,1.71359e-19, 1.19693e-19, 5.16846e-20, 6.42301e-20,2.23643e-20,1.57136e-20,2.01791e-20, 6.93129e-22, 6.75207e-22, 1.08858e-21
4.63,1.07839e-18,1.87825e-19,2.31613e-19, 7.86482e-57, 7.86482e-57, 1.50866e-56, 8.63881e-25, 8.62674e-25, 1.65066e-24,3.09200e-20,1.91837e-20,2.87952e-20,9.69394e-20,4.61985e-20,4.92194e-20,3.70896e-19,1.13832e-19,1.31130e-19,4.32770e-19,1.29739e-19,1.68842e-19, 1.22657e-19, 5.21508e-20, 6.50570e-20,2.34851e-20,1.63003e-20,2.13721e-20, 7.21603e-22, 6.98638e-22, 1.09985e-21
4.64,1.07213e-18,1.88502e-19,2.28600e-19, 2.93545e-57, 2.93545e-57, 5.63567e-57, 6.59924e-25, 6.59071e-25, 1.26277e-24,2.93163e-20,1.80535e-20,2.71654e-20,9.26405e-20,4.53317e-20,4.86793e-20,3.64818e-19,1.12737e-19,1.30539e-19,4.34292e-19,1.31501e-19,1.65489e-19, 1.25654e-19, 5.35116e-20, 6.50864e-20,2.46570e-20,1.69109e-20,2.20374e-20, 7.53530e-22, 7.24225e-22, 1.11358e-21
4.65,1.06604e-18,1.88305e-19,2.23378e-19, 1.08915e-57, 1.08915e-57, 2.09278e-57, 5.02524e-25, 5.01923e-25, 9.62922e-25,2.77779e-20,1.69985e-20,2.56671e-20,8.85111e-20,4.40586e-20,4.80107e-20,3.58700e-19,1.12773e-19,1.25247e-19,4.35708e-19,1.30951e-19,1.62608e-19, 1.28677e-19, 5.52398e-20, 6.54925e-20,2.58793e-20,1.76286e-20,2.27009e-20, 7.89779e-22, 7.52538e-22, 1.09209e-21
4.66,1.06013e-18,1.88624e-19,2.19028e-19, 4.01729e-58, 4.01729e-58, 7.72542e-58, 3.81453e-25, 3.81031e-25, 7.31913e-25,2.63042e-20,1.61607e-20,2.45889e-20,8.45524e-20,4.27869e-20,4.67636e-20,3.52551e-19,1.14168e-19,1.22656e-19,4.37014e-19,1.30067e-19,1.58976e-19, 1.31721e-19, 5.65581e-20, 6.55144e-20,2.71510e-20,1.83289e-20,2.38837e-20, 8.31342e-22, 7.84213e-22, 1.14250e-21
4.67,1.05437e-18,1.87001e-19,2.16216e-19, 1.47301e-58, 1.47301e-58, 2.83493e-58, 2.88633e-25, 2.88337e-25, 5.54534e-25,2.48944e-20,1.53134e-20,2.35341e-20,8.07644e-20,4.14667e-20,4.55426e-20,3.46380e-19,1.13264e-19,1.19216e-19,4.38209e-19,1.28563e-19,1.57754e-19, 1.34776e-19, 5.73886e-20, 6.62000e-20,2.84707e-20,1.90850e-20,2.52774e-20, 8.79345e-22, 8.19987e-22, 1.15201e-21
4.68,1.04878e-18,1.89440e-19,2.18772e-19, 5.36918e-59, 5.36918e-59, 1.03416e-58, 2.17705e-25, 2.17499e-25, 4.18792e-25,2.35473e-20,1.44310e-20,2.24369e-20,7.71451e-20,4.04345e-20,4.58385e-20,3.40194e-19,1.13964e-19,1.20534e-19,4.39287e-19,1.31595e-19,1.59555e-19, 1.37833e-19, 5.77418e-20, 6.77378e-20,2.98368e-20,2.01078e-20,2.60852e-20, 9.35049e-22, 8.60600e-22, 1.18310e-21
4.69,1.04332e-18,1.88737e-19,2.18691e-19, 1.94554e-59, 1.94554e-59, 3.75017e-59, 1.63686e-25, 1.63542e-25, 3.15259e-25,2.22618e-20,1.35168e-20,2.11020e-20,7.36917e-20,3.84930e-20,4.50600e-20,3.33998e-19,1.14341e-19,1.19360e-19,4.40244e-19,1.30594e-19,1.60382e-19, 1.40881e-19, 5.81580e-20, 6.80229e-20,3.12470e-20,2.11041e-20,2.74285e-20, 9.99866e-22, 9.06868e-22, 1.19386e-21
4.70,1.03799e-18,1.85687e-19,2.19293e-19, 7.00807e-60, 7.00807e-60, 1.35188e-59, 1.22679e-25, 1.22579e-25, 2.36558e-25,2.10364e-20,1.28699e-20,2.03371e-20,7.03997e-20,3.79538e-20,4.41881e-20,3.27797e-19,1.09998e-19,1.19175e-19,4.41072e-19,1.29451e-19,1.60520e-19, 1.43911e-19, 5.93595e-20, 7.01784e-20,3.26988e-20,2.21776e-20,2.87626e-20, 1.07536e-21, 9.59358e-22, 1.23303e-21
4.71,1.03275e-18,1.82021e-19,2.16428e-19, 2.50950e-60, 2.50950e-60, 4.84448e-60, 9.16525e-26, 9.15838e-26, 1.76932e-25,1.98694e-20,1.22052e-20,1.92227e-20,6.72637e-20,3.72802e-20,4.45839e-20,3.21594e-19,1.06456e-19,1.18135e-19,4.41764e-19,1.26898e-19,1.56191e-19, 1.46910e-19, 6.01358e-20, 7.22627e-20,3.41895e-20,2.32264e-20,3.01460e-20, 1.16326e-21, 1.01947e-21, 1.27949e-21
4.72,1.02759e-18,1.82781e-19,2.16269e-19, 8.93312e-61, 8.93312e-61, 1.72575e-60, 6.82550e-26, 6.82077e-26, 1.31909e-25,1.87592e-20,1.16347e-20,1.83026e-20,6.42775e-20,3.68071e-20,4.55065e-20,3.15388e-19,1.06032e-19,1.17889e-19,4.42312e-19,1.27649e-19,1.55807e-19, 1.49867e-19, 6.15749e-20, 7.21367e-20,3.57157e-20,2.42695e-20,3.14190e-20, 1.26547e-21, 1.08782e-21, 1.38102e-21
4.73,1.02245e-18,1.84318e-19,2.15058e-19, 3.16117e-61, 3.16117e-61, 6.11127e-61, 5.06686e-26, 5.06361e-26, 9.80258e-26,1.77040e-20,1.10871e-20,1.73491e-20,6.14341e-20,3.62772e-20,4.58383e-20,3.09182e-19,1.04576e-19,1.16819e-19,4.42705e-19,1.29980e-19,1.54098e-19, 1.52770e-19, 6.37313e-20, 7.33619e-20,3.72742e-20,2.53046e-20,3.27135e-20, 1.38406e-21, 1.16427e-21, 1.54478e-21
4.74,1.01733e-18,1.82873e-19,2.14512e-19, 1.11204e-61, 1.11204e-61, 2.15133e-61, 3.74936e-26, 3.74714e-26, 7.26115e-26,1.67017e-20,1.06082e-20,1.63291e-20,5.87260e-20,3.59119e-20,4.72008e-20,3.02973e-19,1.02940e-19,1.15672e-19,4.42935e-19,1.28676e-19,1.53153e-19, 1.55607e-19, 6.47519e-20, 7.43584e-20,3.88610e-20,2.63030e-20,3.39546e-20, 1.52127e-21, 1.25115e-21, 1.71744e-21
4.75,1.01217e-18,1.83313e-19,2.10468e-19, 3.88886e-62, 3.88886e-62, 7.52841e-62, 2.76559e-26, 2.76408e-26, 5.36128e-26,1.57504e-20,9.98808e-21,1.52235e-20,5.61451e-20,3.51068e-20,4.64095e-20,2.96761e-19,1.03081e-19,1.13494e-19,4.42991e-19,1.29569e-19,1.48537e-19, 1.58366e-19, 6.41806e-20, 7.57802e-20,4.04722e-20,2.71368e-20,3.49424e-20, 1.67954e-21, 1.35624e-21, 1.92399e-21
4.76,1.00694e-18,1.84387e-19,2.10228e-19, 1.35192e-62, 1.35192e-62, 2.61892e-62, 2.03344e-26, 2.03241e-26, 3.94575e-26,1.48481e-20,9.50249e-21,1.43238e-20,5.36834e-20,3.45003e-20,4.65655e-20,2.90543e-19,1.00406e-19,1.13698e-19,4.42861e-19,1.32562e-19,1.47421e-19, 1.61036e-19, 6.52446e-20, 7.63884e-20,4.21035e-20,2.83695e-20,3.63669e-20, 1.86145e-21, 1.54417e-21, 2.14201e-21
4.77,1.00160e-18,1.83925e-19,2.07564e-19, 4.67205e-63, 4.67205e-63, 9.05654e-63, 1.49034e-26, 1.48964e-26, 2.89460e-26,1.39928e-20,9.12028e-21,1.33786e-20,5.13325e-20,3.39535e-20,4.65453e-20,2.84316e-19,9.96337e-20,1.10711e-19,4.42536e-19,1.31848e-19,1.46449e-19, 1.63606e-19, 6.64863e-20, 7.49531e-20,4.37505e-20,2.92956e-20,3.75449e-20, 2.06980e-21, 1.70434e-21, 2.33230e-21
4.78,9.96130e-19,1.81935e-19,2.08498e-19, 1.60506e-63, 1.60506e-63, 3.11333e-63, 1.08880e-26, 1.08833e-26, 2.11663e-26,1.31823e-20,8.66496e-21,1.25594e-20,4.90843e-20,3.33017e-20,4.62620e-20,2.78077e-19,9.87768e-20,1.10554e-19,4.42003e-19,1.29815e-19,1.47639e-19, 1.66067e-19, 6.62488e-20, 7.51894e-20,4.54087e-20,3.02536e-20,3.86446e-20, 2.30750e-21, 1.87414e-21, 2.64049e-21
4.79,9.90482e-19,1.81127e-19,2.07476e-19, 5.48155e-64, 5.48155e-64, 1.06392e-63, 7.92911e-27, 7.92593e-27, 1.54276e-26,1.24147e-20,8.26738e-21,1.17655e-20,4.69307e-20,3.26078e-20,4.69965e-20,2.71824e-19,9.67252e-20,1.09171e-19,4.41252e-19,1.29211e-19,1.45941e-19, 1.68409e-19, 6.81887e-20, 7.67937e-20,4.70736e-20,3.11434e-20,3.96928e-20, 2.57764e-21, 2.11087e-21, 3.03655e-21
4.80,9.84628e-19,1.80341e-19,2.07322e-19, 1.86098e-64, 1.86098e-64, 3.61423e-64, 5.75583e-27, 5.75370e-27, 1.12085e-26,1.16879e-20,7.88186e-21,1.11727e-20,4.48641e-20,3.18352e-20,4.75390e-20,2.65554e-19,9.47017e-20,1.07582e-19,4.40273e-19,1.29507e-19,1.45604e-19, 1.70625e-19, 6.83960e-20, 7.84385e-20,4.87404e-20,3.19834e-20,4.07257e-20, 2.88341e-21, 2.37544e-21, 3.47915e-21
4.81,9.78538e-19,1.78961e-19,2.07713e-19, 6.28071e-65, 6.28071e-65, 1.22052e-64, 4.16485e-27, 4.16343e-27, 8.11697e-27,1.09999e-20,7.52122e-21,1.08247e-20,4.28770e-20,3.10407e-20,4.70757e-20,2.59266e-19,9.28597e-20,1.04658e-19,4.39054e-19,1.28912e-19,1.46936e-19, 1.72708e-19, 6.84268e-20, 8.04097e-20,5.04047e-20,3.28087e-20,4.22640e-20, 3.22814e-21, 2.67892e-21, 3.99081e-21
4.82,9.72186e-19,1.78733e-19,2.08381e-19, 2.10718e-65, 2.10718e-65, 4.09726e-65, 3.00400e-27, 3.00305e-27, 5.85918e-27,1.03487e-20,7.19586e-21,1.02620e-20,4.09628e-20,3.01899e-20,4.64464e-20,2.52956e-19,8.93649e-20,1.04340e-19,4.37586e-19,1.31032e-19,1.47098e-19, 1.74655e-19, 6.84034e-20, 8.22371e-20,5.20619e-20,3.37459e-20,4.30368e-20, 3.61519e-21, 3.02868e-21, 4.51986e-21
4.83,9.65550e-19,1.78219e-19,2.07215e-19, 7.02786e-66, 7.02786e-66, 1.36731e-65, 2.15976e-27, 2.15913e-27, 4.21577e-27,9.73260e-21,6.82258e-21,9.69119e-21,3.91150e-20,2.93047e-20,4.64439e-20,2.46626e-19,9.08135e-20,1.02001e-19,4.35860e-19,1.29337e-19,1.45338e-19, 1.76461e-19, 6.84003e-20, 8.46407e-20,5.37078e-20,3.45134e-20,4.43933e-20, 4.04798e-21, 3.43245e-21, 5.01862e-21
4.84,9.58614e-19,1.77922e-19,2.05872e-19, 2.33008e-66, 2.33008e-66, 4.53586e-66, 1.54782e-27, 1.54740e-27, 3.02351e-27,9.14963e-21,6.50204e-21,9.14823e-21,3.73281e-20,2.83029e-20,4.54844e-20,2.40275e-19,9.09624e-20,1.02635e-19,4.33868e-19,1.28765e-19,1.42777e-19, 1.78126e-19, 6.85680e-20, 8.50365e-20,5.53382e-20,3.52411e-20,4.52571e-20, 4.52992e-21, 3.86741e-21, 5.63916e-21
4.85,9.51364e-19,1.77406e-19,2.07262e-19, 7.67971e-67, 7.67971e-67, 1.49580e-66, 1.10571e-27, 1.10543e-27, 2.16144e-27,8.59808e-21,6.15666e-21,8.63903e-21,3.55969e-20,2.74186e-20,4.55808e-20,2.33905e-19,8.96859e-20,1.02663e-19,4.31601e-19,1.29220e-19,1.44269e-19, 1.79650e-19, 6.80435e-20, 8.52915e-20,5.69494e-20,3.59629e-20,4.62274e-20, 5.06434e-21, 4.33165e-21, 6.36585e-21
4.86,9.43795e-19,1.77094e-19,2.04742e-19, 2.51621e-67, 2.51621e-67, 4.90357e-67, 7.87345e-28, 7.87163e-28, 1.54017e-27,8.07627e-21,5.85543e-21,8.13264e-21,3.39173e-20,2.65787e-20,4.41033e-20,2.27519e-19,8.86571e-20,1.00263e-19,4.29053e-19,1.29445e-19,1.42543e-19, 1.81037e-19, 6.81073e-20, 8.54337e-20,5.85379e-20,3.66498e-20,4.67616e-20, 5.65449e-21, 4.87727e-21, 7.15058e-21
4.87,9.35903e-19,1.75134e-19,2.04443e-19, 8.19547e-68, 8.19547e-68, 1.59798e-67, 5.58850e-28, 5.58730e-28, 1.09393e-27,7.58260e-21,5.60017e-21,7.72684e-21,3.22853e-20,2.55694e-20,4.26075e-20,2.21121e-19,8.57914e-20,9.81302e-20,4.26219e-19,1.28919e-19,1.42876e-19, 1.82290e-19, 6.77117e-20, 8.69392e-20,6.01008e-20,3.72994e-20,4.74928e-20, 6.30342e-21, 5.50923e-21, 8.04390e-21
4.88,9.27694e-19,1.73361e-19,2.01817e-19, 2.65356e-68, 2.65356e-68, 5.17670e-68, 3.95394e-28, 3.95316e-28, 7.74476e-28,7.11557e-21,5.34980e-21,7.55738e-21,3.06981e-20,2.45630e-20,4.16031e-20,2.14718e-19,8.37333e-20,9.50275e-20,4.23094e-19,1.28536e-19,1.42077e-19, 1.83418e-19, 6.64360e-20, 8.56582e-20,6.16353e-20,3.79093e-20,4.80387e-20, 7.01394e-21, 6.20017e-21, 9.00040e-21
4.89,9.19176e-19,1.72282e-19,1.99821e-19, 8.54100e-69, 8.54100e-69, 1.66708e-68, 2.78849e-28, 2.78798e-28, 5.46538e-28,6.67373e-21,5.10387e-21,7.21855e-21,2.91532e-20,2.35969e-20,4.05021e-20,2.08316e-19,8.18884e-20,9.37233e-20,4.19676e-19,1.28225e-19,1.40746e-19, 1.84429e-19, 6.64978e-20, 8.47339e-20,6.31396e-20,3.84777e-20,4.86126e-20, 7.78855e-21, 6.95732e-21, 9.96237e-21
4.90,9.10367e-19,1.69183e-19,1.97307e-19, 2.73285e-69, 2.73285e-69, 5.33679e-69, 1.96025e-28, 1.95992e-28, 3.84439e-28,6.25573e-21,4.86265e-21,6.82040e-21,2.76488e-20,2.26529e-20,3.93120e-20,2.01925e-19,7.96014e-20,9.30606e-20,4.15963e-19,1.26021e-19,1.38625e-19, 1.85333e-19, 6.54568e-20, 8.30791e-20,6.46121e-20,3.90336e-20,4.93887e-20, 8.62938e-21, 7.75764e-21, 1.09290e-20
4.91,9.01286e-19,1.67235e-19,1.97272e-19, 8.69259e-70, 8.69259e-70, 1.69835e-69, 1.37359e-28, 1.37337e-28, 2.69544e-28,5.86031e-21,4.62616e-21,6.53208e-21,2.61836e-20,2.16021e-20,3.78147e-20,1.95554e-19,7.82887e-20,9.10487e-20,4.11953e-19,1.24475e-19,1.40361e-19, 1.86145e-19, 6.49087e-20, 8.28835e-20,6.60521e-20,3.96091e-20,4.93549e-20, 9.53809e-21, 8.63259e-21, 1.21253e-20
4.92,8.91959e-19,1.65132e-19,1.96723e-19, 2.74858e-70, 2.74858e-70, 5.37273e-70, 9.59409e-29, 9.59270e-29, 1.88376e-28,5.48627e-21,4.38157e-21,6.24484e-21,2.47570e-20,2.05440e-20,3.66444e-20,1.89214e-19,7.55062e-20,9.01922e-20,4.07649e-19,1.24354e-19,1.39416e-19, 1.86878e-19, 6.31438e-20, 8.43548e-20,6.74595e-20,3.97948e-20,4.95152e-20, 1.05158e-20, 9.57401e-21, 1.33855e-20
4.93,8.82419e-19,1.64427e-19,1.96668e-19, 8.63961e-71, 8.63961e-71, 1.68960e-70, 6.67965e-29, 6.67876e-29, 1.31225e-28,5.13248e-21,4.14447e-21,5.95850e-21,2.33687e-20,1.95688e-20,3.53522e-20,1.82918e-19,7.40208e-20,8.89075e-20,4.03053e-19,1.24384e-19,1.40789e-19, 1.87549e-19, 6.29982e-20, 8.34339e-20,6.88349e-20,4.00669e-20,4.98881e-20, 1.15631e-20, 1.05682e-20, 1.47271e-20
4.94,8.72701e-19,1.63441e-19,1.93938e-19, 2.69964e-71, 2.69964e-71, 5.28198e-71, 4.63559e-29, 4.63502e-29, 9.11172e-29,4.79791e-21,3.92939e-21,5.63717e-21,2.20187e-20,1.85976e-20,3.39202e-20,1.76680e-19,7.30876e-20,8.72699e-20,3.98168e-19,1.24408e-19,1.38512e-19, 1.88177e-19, 6.11912e-20, 8.28377e-20,7.01795e-20,4.06551e-20,5.00175e-20, 1.26797e-20, 1.16387e-20, 1.62488e-20
4.95,8.62844e-19,1.62231e-19,1.91077e-19, 8.38576e-72, 8.38576e-72, 1.64146e-71, 3.20670e-29, 3.20634e-29, 6.30637e-29,4.48157e-21,3.71933e-21,5.31929e-21,2.07075e-20,1.76563e-20,3.24182e-20,1.70513e-19,7.05278e-20,8.51969e-20,3.93001e-19,1.23950e-19,1.36418e-19, 1.88780e-19, 6.17428e-20, 8.21077e-20,7.14957e-20,4.10208e-20,5.00799e-20, 1.38650e-20, 1.26851e-20, 1.76947e-20
4.96,8.52892e-19,1.60418e-19,1.89780e-19, 2.58944e-72, 2.58944e-72, 5.07091e-72, 2.21112e-29, 2.21089e-29, 4.35063e-29,4.18256e-21,3.51270e-21,5.11998e-21,1.94357e-20,1.67228e-20,3.09036e-20,1.64433e-19,6.83302e-20,8.29734e-20,3.87558e-19,1.23383e-19,1.35890e-19, 1.89379e-19, 6.06631e-20, 8.18631e-20,7.27863e-20,4.09750e-20,5.11843e-20, 1.51172e-20, 1.38072e-20, 1.90549e-20
4.97,8.42890e-19,1.57412e-19,1.88732e-19, 7.94866e-73, 7.94866e-73, 1.55727e-72, 1.51973e-29, 1.51959e-29, 2.99170e-29,3.90000e-21,3.30434e-21,4.86286e-21,1.82042e-20,1.57730e-20,2.90318e-20,1.58454e-19,6.60214e-20,8.06917e-20,3.81847e-19,1.20969e-19,1.35251e-19, 1.89996e-19, 6.00395e-20, 8.32585e-20,7.40552e-20,4.11789e-20,5.08815e-20, 1.64339e-20, 1.50333e-20, 2.07010e-20
4.98,8.32886e-19,1.55851e-19,1.85054e-19, 2.42554e-73, 2.42554e-73, 4.75403e-73, 1.04117e-29, 1.04108e-29, 2.05059e-29,3.63312e-21,3.11250e-21,4.55628e-21,1.70141e-20,1.48835e-20,2.71691e-20,1.52592e-19,6.32021e-20,7.95131e-20,3.75877e-19,1.20783e-19,1.31848e-19, 1.90651e-19, 5.92320e-20, 8.15862e-20,7.53069e-20,4.12586e-20,5.13152e-20, 1.78119e-20, 1.62632e-20, 2.21394e-20
4.99,8.22931e-19,1.52789e-19,1.79035e-19, 7.35780e-74, 7.35780e-74, 1.44272e-73, 7.11012e-30, 7.10953e-30, 1.40098e-29,3.38115e-21,2.92829e-21,4.26216e-21,1.58662e-20,1.39820e-20,2.53464e-20,1.46860e-19,6.15876e-20,7.74354e-20,3.69661e-19,1.17235e-19,1.26749e-19, 1.91368e-19, 5.95691e-20, 7.84038e-20,7.65468e-20,4.17955e-20,5.12060e-20, 1.92472e-20, 1.75538e-20, 2.37120e-20
5.00,8.13073e-19,1.52815e-19,1.76580e-19, 2.21877e-74, 2.21877e-74, 4.35236e-74, 4.83985e-30, 4.83947e-30, 9.54067e-30,3.14340e-21,2.75024e-21,4.01517e-21,1.47617e-20,1.30950e-20,2.35714e-20,1.41274e-19,5.93925e-20,7.53666e-20,3.63210e-19,1.17709e-19,1.24987e-19, 1.92168e-19, 6.06947e-20, 7.79703e-20,7.77811e-20,4.18543e-20,5.07896e-20, 2.07349e-20, 1.88422e-20, 2.54587e-20
5.01,8.03365e-19,1.51651e-19,1.74961e-19, 6.65126e-75, 6.65126e-75, 1.30524e-74, 3.28386e-30, 3.28363e-30, 6.47618e-30,2.91920e-21,2.57853e-21,3.78626e-21,1.37016e-20,1.22314e-20,2.22456e-20,1.35847e-19,5.72499e-20,7.36425e-20,3.56537e-19,1.16482e-19,1.23128e-19, 1.93074e-19, 6.21642e-20, 7.85461e-20,7.90169e-20,4.15376e-20,5.11693e-20, 2.22693e-20, 2.01599e-20, 2.70303e-20
5.02,7.93854e-19,1.48830e-19,1.72567e-19, 1.98207e-75, 1.98207e-75, 3.89112e-75, 2.22094e-30, 2.22080e-30, 4.38180e-30,2.70794e-21,2.41332e-21,3.56298e-21,1.26866e-20,1.13949e-20,2.09222e-20,1.30592e-19,5.49554e-20,7.26899e-20,3.49657e-19,1.13560e-19,1.20858e-19, 1.94105e-19, 6.29388e-20, 7.74523e-20,8.02618e-20,4.09360e-20,5.10578e-20, 2.38440e-20, 2.14823e-20, 2.88562e-20
5.03,7.84590e-19,1.46420e-19,1.69192e-19, 5.87166e-76, 5.87166e-76, 1.15314e-75, 1.49723e-30, 1.49714e-30, 2.95514e-30,2.50902e-21,2.25402e-21,3.32520e-21,1.17177e-20,1.06049e-20,1.96055e-20,1.25519e-19,5.40367e-20,7.01032e-20,3.42585e-19,1.10649e-19,1.19351e-19, 1.95282e-19, 6.26932e-20, 7.53814e-20,8.15242e-20,4.12684e-20,4.95500e-20, 2.54522e-20, 2.29048e-20, 3.05611e-20
5.04,7.75618e-19,1.46185e-19,1.66182e-19, 1.72913e-76, 1.72913e-76, 3.39713e-76, 1.00609e-30, 1.00604e-30, 1.98654e-30,2.32189e-21,2.09777e-21,3.12482e-21,1.07952e-20,9.82961e-21,1.83050e-20,1.20639e-19,5.22209e-20,6.82755e-20,3.35338e-19,1.09927e-19,1.16349e-19, 1.96625e-19, 6.45083e-20, 7.48987e-20,8.28132e-20,4.13615e-20,4.91619e-20, 2.70863e-20, 2.42101e-20, 3.23458e-20
5.05,7.66982e-19,1.45017e-19,1.63852e-19, 5.06195e-77, 5.06195e-77, 9.94862e-77, 6.73885e-31, 6.73850e-31, 1.33110e-30,2.14601e-21,1.95032e-21,2.93224e-21,9.91962e-21,9.09948e-21,1.70295e-20,1.15960e-19,4.96429e-20,6.80918e-20,3.27931e-19,1.08515e-19,1.13436e-19, 1.98149e-19, 6.56668e-20, 7.35566e-20,8.41384e-20,4.17289e-20,4.98907e-20, 2.87383e-20, 2.54950e-20, 3.38365e-20
5.06,7.58722e-19,1.43883e-19,1.60284e-19, 1.47311e-77, 1.47311e-77, 2.89625e-77, 4.49915e-31, 4.49894e-31, 8.89026e-31,1.98088e-21,1.81226e-21,2.71557e-21,9.09107e-21,8.37932e-21,1.57864e-20,1.11487e-19,4.72768e-20,6.42086e-20,3.20384e-19,1.07159e-19,1.10060e-19, 1.99869e-19, 6.69249e-20, 7.42244e-20,8.55099e-20,4.14005e-20,4.90947e-20, 3.04002e-20, 2.67943e-20, 3.57617e-20
5.07,7.50875e-19,1.43441e-19,1.58703e-19, 4.26162e-78, 4.26162e-78, 8.38165e-78, 2.99415e-31, 2.99402e-31, 5.91850e-31,1.82602e-21,1.68097e-21,2.51713e-21,8.30947e-21,7.69829e-21,1.45825e-20,1.07226e-19,4.60293e-20,6.35871e-20,3.12714e-19,1.06264e-19,1.07696e-19, 2.01798e-19, 6.80257e-20, 7.43068e-20,8.69382e-20,4.10681e-20,4.86424e-20, 3.20637e-20, 2.80818e-20, 3.79244e-20
