##### Reconstructed absorption cross section spectrum (U6OH) ##### 
## Number of input transitions: 9
## Number of input geometries: 100
## Possible outliers (geometry id): 69
## Remove outliers?: TRUE
## Model: GMM-NEA 
## Number of mixtures (K): 2, 2, 2, 2, 2, 2, 2, 2, 2
## Model constraints (M): EEV, EVE, EEI, EII, EEI, EEE, VVI, VVI, VVI
## Date: 2022-03-09
wl_nm,sigma_cm2_full,sigma_cm2_full_lci,sigma_cm2_full_uci,sigma_cm2_Band_1,sigma_cm2_Band_1_lci,sigma_cm2_Band_1_uci,sigma_cm2_Band_2,sigma_cm2_Band_2_lci,sigma_cm2_Band_2_uci,sigma_cm2_Band_3,sigma_cm2_Band_3_lci,sigma_cm2_Band_3_uci,sigma_cm2_Band_4,sigma_cm2_Band_4_lci,sigma_cm2_Band_4_uci,sigma_cm2_Band_5,sigma_cm2_Band_5_lci,sigma_cm2_Band_5_uci,sigma_cm2_Band_6,sigma_cm2_Band_6_lci,sigma_cm2_Band_6_uci,sigma_cm2_Band_7,sigma_cm2_Band_7_lci,sigma_cm2_Band_7_uci,sigma_cm2_Band_8,sigma_cm2_Band_8_lci,sigma_cm2_Band_8_uci,sigma_cm2_Band_9,sigma_cm2_Band_9_lci,sigma_cm2_Band_9_uci
 171.486,6.14567e-20,3.67918e-20,3.97646e-20, 6.28677e-84, 6.28677e-84,4.74218e-63,1.07411e-42,1.07411e-42,3.24643e-35,4.98823e-32,4.98823e-32,1.17297e-29,2.44640e-32,2.44640e-32,2.62684e-29,1.36221e-28,1.36220e-28,1.89282e-26,1.73793e-25,1.73095e-25,8.08192e-24,2.17577e-24,2.15930e-24,7.60534e-23,4.09253e-20,3.28543e-20,3.14866e-20,2.05291e-20,1.65599e-20,2.42859e-20
 171.249,5.93196e-20,3.58229e-20,3.89683e-20, 3.50850e-84, 3.50850e-84,3.20158e-63,8.49828e-43,8.49828e-43,2.76735e-35,4.22929e-32,4.22929e-32,1.02429e-29,2.02710e-32,2.02710e-32,2.28048e-29,1.16234e-28,1.16234e-28,1.67253e-26,1.54389e-25,1.53799e-25,7.39107e-24,1.93185e-24,1.91803e-24,7.00156e-23,3.97054e-20,3.21024e-20,3.08595e-20,1.96121e-20,1.58971e-20,2.37953e-20
 171.013,5.72429e-20,3.47352e-20,3.80670e-20, 1.95575e-84, 1.95575e-84,2.15978e-63,6.71941e-43,6.71941e-43,2.35784e-35,3.58415e-32,3.58415e-32,8.94062e-30,1.67868e-32,1.67868e-32,1.97892e-29,9.91227e-29,9.91224e-29,1.47717e-26,1.37089e-25,1.36590e-25,6.75665e-24,1.71418e-24,1.70261e-24,6.44287e-23,3.85126e-20,3.12245e-20,3.02498e-20,1.87284e-20,1.52172e-20,2.31093e-20
 170.777,5.52255e-20,3.37006e-20,3.72407e-20, 1.08893e-84, 1.08893e-84,1.45583e-63,5.30943e-43,5.30943e-43,2.00798e-35,3.03602e-32,3.03602e-32,7.80092e-30,1.38935e-32,1.38934e-32,1.71648e-29,8.44808e-29,8.44805e-29,1.30400e-26,1.21673e-25,1.21251e-25,6.17430e-24,1.52006e-24,1.51038e-24,5.92615e-23,3.73466e-20,3.03943e-20,2.96410e-20,1.78772e-20,1.45573e-20,2.25450e-20
 170.542,5.32664e-20,3.28056e-20,3.64036e-20, 6.05602e-85, 6.05602e-85,9.80680e-64,4.19258e-43,4.19258e-43,1.70922e-35,2.57053e-32,2.57053e-32,6.80385e-30,1.14921e-32,1.14921e-32,1.48819e-29,7.19597e-29,7.19595e-29,1.15058e-26,1.07941e-25,1.07585e-25,5.63995e-24,1.34706e-24,1.33898e-24,5.44847e-23,3.62071e-20,2.96923e-20,2.89385e-20,1.70578e-20,1.39490e-20,2.20858e-20
 170.308,5.13644e-20,3.18655e-20,3.57245e-20, 3.36412e-85, 3.36412e-85,6.60404e-64,3.30851e-43,3.30851e-43,1.45422e-35,2.17539e-32,2.17539e-32,5.93192e-30,9.50024e-33,9.50023e-33,1.28970e-29,6.12586e-29,6.12584e-29,1.00678e-26,9.57156e-26,9.54146e-26,5.14986e-24,1.19299e-24,1.18624e-24,5.03069e-23,3.50939e-20,2.89351e-20,2.84365e-20,1.62693e-20,1.33481e-20,2.16242e-20
 170.074,4.95187e-20,3.09165e-20,3.49751e-20, 1.86660e-85, 1.86660e-85,4.44376e-64,2.60916e-43,2.60916e-43,1.23669e-35,1.84015e-32,1.84015e-32,5.16972e-30,7.84905e-33,7.84905e-33,1.11719e-29,5.21184e-29,5.21183e-29,8.62652e-27,8.48365e-26,8.45825e-26,4.70053e-24,1.05586e-24,1.05024e-24,4.65139e-23,3.40066e-20,2.81521e-20,2.78480e-20,1.55109e-20,1.27785e-20,2.11599e-20
 169.841,4.77279e-20,2.99957e-20,3.42220e-20, 1.03450e-85, 1.03450e-85,2.98779e-64,2.05631e-43,2.05631e-43,1.05119e-35,1.55584e-32,1.55584e-32,4.50370e-30,6.48108e-33,6.48108e-33,9.67336e-30,4.43161e-29,4.43160e-29,7.38615e-27,7.51599e-26,7.49457e-26,4.28876e-24,9.33901e-25,9.29201e-25,4.29863e-23,3.29450e-20,2.73812e-20,2.72636e-20,1.47818e-20,1.22479e-20,2.06843e-20
 169.609,4.59911e-20,2.90849e-20,3.34471e-20, 5.72673e-86, 5.72673e-86,2.00728e-64,1.61955e-43,1.61955e-43,8.93100e-36,1.31486e-32,1.31486e-32,3.92196e-30,5.34841e-33,5.34840e-33,8.37213e-30,3.76599e-29,3.76598e-29,6.48828e-27,6.65571e-26,6.63765e-26,3.91154e-24,8.25498e-25,8.21543e-25,3.97072e-23,3.19089e-20,2.66227e-20,2.67843e-20,1.40813e-20,1.17116e-20,2.00327e-20
 169.377,4.43071e-20,2.81882e-20,3.26743e-20, 3.16650e-86, 3.16650e-86,1.34748e-64,1.27473e-43,1.27473e-43,7.58428e-36,1.11068e-32,1.11068e-32,3.41404e-30,4.41112e-33,4.41112e-33,7.24276e-30,3.19847e-29,3.19846e-29,5.70464e-27,5.89124e-26,5.87601e-26,3.56613e-24,7.29209e-25,7.25884e-25,3.66608e-23,3.08978e-20,2.58758e-20,2.63051e-20,1.34085e-20,1.11810e-20,1.93818e-20
 169.146,4.26749e-20,2.73192e-20,3.18330e-20, 1.74884e-86, 1.74884e-86,9.03852e-65,1.00268e-43,1.00268e-43,6.43761e-36,9.37777e-33,9.37777e-33,2.96910e-30,3.63597e-33,3.63597e-33,6.26300e-30,2.71489e-29,2.71488e-29,5.01231e-27,5.21223e-26,5.19933e-26,3.24998e-24,6.43740e-25,6.40954e-25,3.38321e-23,2.99115e-20,2.51417e-20,2.57298e-20,1.27627e-20,1.06881e-20,1.87434e-20
 168.916,4.10932e-20,2.65967e-20,3.08683e-20, 9.64758e-87, 9.64758e-87,6.05802e-65,7.88186e-44,7.88186e-44,5.46175e-36,7.91423e-33,7.91423e-33,2.57732e-30,2.99529e-33,2.99529e-33,5.41339e-30,2.30307e-29,2.30307e-29,4.38354e-27,4.60941e-26,4.59849e-26,2.96071e-24,5.67923e-25,5.65604e-25,3.12067e-23,2.89497e-20,2.45583e-20,2.49933e-20,1.21430e-20,1.02115e-20,1.81158e-20
 168.686,3.95611e-20,2.58752e-20,3.00177e-20, 5.31599e-87, 5.31599e-87,4.05716e-65,6.19176e-44,6.19176e-44,4.63165e-36,6.67600e-33,6.67600e-33,2.23634e-30,2.46606e-33,2.46606e-33,4.67699e-30,1.95258e-29,1.95258e-29,3.75221e-27,4.07449e-26,4.06525e-26,2.69615e-24,5.00715e-25,4.98788e-25,2.87715e-23,2.80119e-20,2.39782e-20,2.43825e-20,1.15486e-20,9.72466e-21,1.75087e-20
 168.457,3.80774e-20,2.51222e-20,2.93383e-20, 2.92582e-87, 2.92582e-87,2.71501e-65,4.86095e-44,4.86095e-44,3.92588e-36,5.62889e-33,5.62889e-33,1.93969e-30,2.02916e-33,2.02916e-33,4.03900e-30,1.65447e-29,1.65446e-29,3.27343e-27,3.60002e-26,3.59221e-26,2.45399e-24,4.41177e-25,4.39575e-25,2.65138e-23,2.70980e-20,2.33499e-20,2.39233e-20,1.09789e-20,9.26863e-21,1.69828e-20
 168.228,3.66411e-20,2.43384e-20,2.85470e-20, 1.60845e-87, 1.60845e-87,1.81543e-65,3.81372e-44,3.81372e-44,3.32610e-36,4.74382e-33,4.74382e-33,1.68171e-30,1.66869e-33,1.66869e-33,3.48650e-30,1.40105e-29,1.40104e-29,2.83584e-27,3.17939e-26,3.17278e-26,2.23264e-24,3.88468e-25,3.87137e-25,2.44218e-23,2.62076e-20,2.26773e-20,2.32713e-20,1.04331e-20,8.83732e-21,1.65341e-20
 168.000,3.52509e-20,2.36352e-20,2.78592e-20, 8.83213e-88, 8.83213e-88,1.21296e-65,2.99018e-44,2.99018e-44,2.81665e-36,3.99606e-33,3.99606e-33,1.45747e-30,1.37146e-33,1.37146e-33,3.00368e-30,1.18575e-29,1.18575e-29,2.48537e-27,2.80664e-26,2.80106e-26,2.03047e-24,3.41837e-25,3.40733e-25,2.24842e-23,2.53402e-20,2.20839e-20,2.27435e-20,9.91030e-21,8.42161e-21,1.60895e-20
 167.773,3.39058e-20,2.28810e-20,2.71467e-20, 4.84418e-88, 4.84418e-88,8.09789e-66,2.34299e-44,2.34299e-44,2.38412e-36,3.36461e-33,3.36461e-33,1.26259e-30,1.12652e-33,1.12652e-33,2.58551e-30,1.00295e-29,1.00295e-29,2.17446e-27,2.47650e-26,2.47178e-26,1.84591e-24,3.00611e-25,2.99695e-25,2.06907e-23,2.44956e-20,2.14303e-20,2.21820e-20,9.40990e-21,8.01778e-21,1.56493e-20
 167.546,3.26048e-20,2.21406e-20,2.64632e-20, 2.65383e-88, 2.65383e-88,5.40201e-66,1.83469e-44,1.83469e-44,2.01707e-36,2.83163e-33,2.83163e-33,1.09328e-30,9.24783e-34,9.24782e-34,2.22456e-30,8.47838e-30,8.47838e-30,1.89341e-27,2.18421e-26,2.18023e-26,1.67747e-24,2.64186e-25,2.63419e-25,1.90313e-23,2.36734e-20,2.07867e-20,2.16528e-20,8.93112e-21,7.62369e-21,1.52137e-20
 167.320,3.13467e-20,2.14275e-20,2.57708e-20, 1.45219e-88, 1.45219e-88,3.60079e-66,1.43576e-44,1.43576e-44,1.70574e-36,2.38198e-33,2.38198e-33,9.46293e-31,7.58732e-34,7.58732e-34,1.91316e-30,7.16295e-30,7.16295e-30,1.60294e-27,1.92557e-26,1.92220e-26,1.52850e-24,2.32026e-25,2.31382e-25,1.74968e-23,2.28733e-20,2.01641e-20,2.11200e-20,8.47324e-21,7.24881e-21,1.47675e-20
 167.095,3.01306e-20,2.07592e-20,2.50181e-20, 7.93728e-89, 7.93728e-89,2.39827e-66,1.12285e-44,1.12285e-44,1.44180e-36,2.00280e-33,2.00280e-33,8.18740e-31,6.22134e-34,6.22134e-34,1.64461e-30,6.04808e-30,6.04808e-30,1.40134e-27,1.69679e-26,1.69392e-26,1.39522e-24,2.03649e-25,2.03108e-25,1.60785e-23,2.20948e-20,1.95784e-20,2.04902e-20,8.03556e-21,6.90173e-21,1.43547e-20
 166.870,2.89552e-20,2.00622e-20,2.43879e-20, 4.33328e-89, 4.33328e-89,1.59609e-66,8.77576e-45,8.77576e-45,1.21814e-36,1.68320e-33,1.68320e-33,7.08095e-31,5.09832e-34,5.09832e-34,1.41313e-30,5.10374e-30,5.10374e-30,1.22620e-27,1.49454e-26,1.49210e-26,1.26480e-24,1.78628e-25,1.78172e-25,1.47684e-23,2.13376e-20,1.89566e-20,2.00439e-20,7.61739e-21,6.56778e-21,1.38929e-20
 166.645,2.78196e-20,1.93578e-20,2.37537e-20, 2.36298e-89, 2.36298e-89,1.06139e-66,6.85445e-45,6.85445e-45,1.02870e-36,1.41394e-33,1.41394e-33,6.12158e-31,4.17558e-34,4.17558e-34,1.21369e-30,4.30434e-30,4.30434e-30,1.07244e-27,1.31581e-26,1.31373e-26,1.14587e-24,1.56580e-25,1.56196e-25,1.35587e-23,2.06014e-20,1.83233e-20,1.96023e-20,7.21803e-21,6.24348e-21,1.34159e-20
 166.422,2.67227e-20,1.87009e-20,2.31887e-20, 1.28706e-89, 1.28706e-89,7.05264e-67,5.35038e-45,5.35038e-45,8.68321e-37,1.18721e-33,1.18721e-33,5.29007e-31,3.41786e-34,3.41786e-34,1.04194e-30,3.62802e-30,3.62802e-30,9.37515e-28,1.15794e-26,1.15618e-26,1.03773e-24,1.37166e-25,1.36841e-25,1.24423e-23,1.98857e-20,1.77361e-20,1.92361e-20,6.83682e-21,5.92931e-21,1.29493e-20
 166.199,2.56635e-20,1.80619e-20,2.26421e-20, 7.00224e-90, 7.00224e-90,4.68260e-67,4.17370e-45,4.17370e-45,7.32609e-37,9.96376e-34,9.96376e-34,4.56967e-31,2.79601e-34,2.79601e-34,8.94090e-31,3.05618e-30,3.05618e-30,8.19173e-28,1.01856e-26,1.01707e-26,9.49371e-25,1.20081e-25,1.19808e-25,1.14157e-23,1.91903e-20,1.71613e-20,1.88834e-20,6.47310e-21,5.63217e-21,1.24933e-20
 165.976,2.46410e-20,1.74496e-20,2.21341e-20, 3.80515e-90, 3.80515e-90,3.10656e-67,3.25374e-45,3.25374e-45,6.17825e-37,8.35828e-34,8.35828e-34,3.94579e-31,2.28597e-34,2.28597e-34,7.66882e-31,2.57297e-30,2.57297e-30,7.15428e-28,8.95568e-27,8.94297e-27,8.69112e-25,1.05056e-25,1.04828e-25,1.05134e-23,1.85146e-20,1.66088e-20,1.85680e-20,6.12624e-21,5.35134e-21,1.20478e-20
 165.754,2.36541e-20,1.68522e-20,2.15104e-20, 2.06540e-90, 2.06540e-90,2.05936e-67,2.53496e-45,2.53496e-45,5.20786e-37,7.00824e-34,7.00824e-34,3.40569e-31,1.86788e-34,1.86788e-34,6.57480e-31,2.16489e-30,2.16489e-30,6.24524e-28,7.87078e-27,7.85999e-27,7.95238e-25,9.18519e-26,9.16623e-26,9.67818e-24,1.78584e-20,1.60689e-20,1.81063e-20,5.79559e-21,5.07789e-21,1.16130e-20
 165.533,2.27020e-20,1.62629e-20,2.09250e-20, 1.11979e-90, 1.11979e-90,1.36409e-67,1.97371e-45,1.97371e-45,4.38788e-37,5.87355e-34,5.87355e-34,2.93817e-31,1.52537e-34,1.52537e-34,5.63434e-31,1.82047e-30,1.82047e-30,5.44911e-28,6.91426e-27,6.90544e-27,7.25153e-25,8.02557e-26,8.01013e-26,8.90534e-24,1.72213e-20,1.55367e-20,1.76512e-20,5.48056e-21,4.80531e-21,1.12378e-20
 165.312,2.17835e-20,1.57015e-20,2.03835e-20, 6.06405e-91, 6.06405e-91,9.02841e-68,1.53576e-45,1.53576e-45,3.69531e-37,4.92029e-34,4.92029e-34,2.53380e-31,1.24494e-34,1.24494e-34,4.82627e-31,1.52995e-30,1.52995e-30,4.75220e-28,6.07132e-27,6.06425e-27,6.57687e-25,7.00783e-26,6.99504e-26,8.19060e-24,1.66029e-20,1.50286e-20,1.71999e-20,5.18054e-21,4.54746e-21,1.09385e-20
 165.092,2.08978e-20,1.51536e-20,1.98469e-20, 3.28010e-91, 3.28010e-91,5.97089e-68,1.19423e-45,1.19423e-45,3.11064e-37,4.11984e-34,4.11984e-34,2.18421e-31,1.01547e-34,1.01547e-34,4.13225e-31,1.28504e-30,1.28504e-30,4.14246e-28,5.32882e-27,5.32290e-27,5.96115e-25,6.11520e-26,6.10455e-26,7.52989e-24,1.60028e-20,1.45289e-20,1.67526e-20,4.89495e-21,4.30608e-21,1.06420e-20
 164.873,2.00439e-20,1.46213e-20,1.93082e-20, 1.77219e-91, 1.77219e-91,3.94571e-68,9.28067e-46,9.28067e-46,2.61728e-37,3.44801e-34,3.44801e-34,1.88210e-31,8.27819e-35,8.27819e-35,3.53646e-31,1.07870e-30,1.07870e-30,3.60923e-28,4.67507e-27,4.67012e-27,5.39898e-25,5.33282e-26,5.32410e-26,6.91944e-24,1.54207e-20,1.40412e-20,1.63008e-20,4.62321e-21,4.07755e-21,1.03485e-20
 164.654,1.92209e-20,1.41049e-20,1.87836e-20, 9.56379e-92, 9.56379e-92,2.60537e-68,7.20773e-46,7.20773e-46,2.20117e-37,2.88439e-34,2.88439e-34,1.62113e-31,6.74451e-35,6.74451e-35,3.02522e-31,9.04967e-31,9.04967e-31,3.14314e-28,4.09974e-27,4.09560e-27,4.88801e-25,4.64754e-26,4.64043e-26,6.35471e-24,1.48561e-20,1.35655e-20,1.58533e-20,4.36478e-21,3.86338e-21,1.00745e-20
 164.435,1.84278e-20,1.36007e-20,1.80675e-20, 5.15523e-92, 5.15523e-92,1.71899e-68,5.59428e-46,5.59428e-46,1.85038e-37,2.41179e-34,2.41179e-34,1.39578e-31,5.49177e-35,5.49177e-35,2.58674e-31,7.58770e-31,7.58769e-31,2.73594e-28,3.59364e-27,3.59017e-27,4.42375e-25,4.04771e-26,4.04191e-26,5.83272e-24,1.43087e-20,1.31012e-20,1.51951e-20,4.11912e-21,3.65237e-21,9.77453e-21
 164.217,1.76638e-20,1.31099e-20,1.74470e-20, 2.77564e-92, 2.77564e-92,1.13327e-68,4.33928e-46,4.33928e-46,1.55478e-37,2.01570e-34,2.01570e-34,1.20128e-31,4.46911e-35,4.46911e-35,2.21084e-31,6.35818e-31,6.35818e-31,2.38036e-28,3.14865e-27,3.14574e-27,4.00210e-25,3.52301e-26,3.51828e-26,5.35126e-24,1.37781e-20,1.26483e-20,1.46369e-20,3.88569e-21,3.44817e-21,9.49523e-21
 164.000,1.69280e-20,1.26340e-20,1.69108e-20, 1.49271e-92, 1.49271e-92,7.46543e-69,3.36372e-46,3.36372e-46,1.30581e-37,1.68387e-34,1.68387e-34,1.03346e-31,3.63477e-35,3.63477e-35,1.88872e-31,5.32478e-31,5.32478e-31,2.07001e-28,2.75756e-27,2.75513e-27,3.61016e-25,3.06435e-26,3.06050e-26,4.90740e-24,1.32640e-20,1.22074e-20,1.42159e-20,3.66401e-21,3.25533e-21,9.15865e-21
 163.784,1.62195e-20,1.21723e-20,1.63602e-20, 8.01836e-93, 8.01836e-93,4.91399e-69,2.60585e-46,2.60585e-46,1.09622e-37,1.40602e-34,1.40602e-34,8.88734e-32,2.95448e-35,2.95448e-35,1.61281e-31,4.45672e-31,4.45672e-31,1.79926e-28,2.41400e-27,2.41197e-27,3.25218e-25,2.66368e-26,2.66054e-26,4.49839e-24,1.27659e-20,1.17778e-20,1.38034e-20,3.45356e-21,3.07378e-21,8.78189e-21
 163.568,1.55375e-20,1.17236e-20,1.59134e-20, 4.30222e-93, 4.30222e-93,3.23200e-69,2.01747e-46,2.01747e-46,9.19849e-38,1.17347e-34,1.17347e-34,7.63968e-32,2.40011e-35,2.40011e-35,1.37660e-31,3.72800e-31,3.72800e-31,1.56319e-28,2.11233e-27,2.11063e-27,2.92855e-25,2.31390e-26,2.31135e-26,4.12167e-24,1.22836e-20,1.13594e-20,1.34780e-20,3.25387e-21,2.89927e-21,8.46059e-21
 163.352,1.48811e-20,1.12894e-20,1.54402e-20, 2.30568e-93, 2.30568e-93,2.12406e-69,1.56097e-46,1.56097e-46,7.71507e-38,9.78930e-35,9.78930e-35,6.56454e-32,1.94863e-35,1.94863e-35,1.17445e-31,3.11661e-31,3.11661e-31,1.35744e-28,1.84755e-27,1.84614e-27,2.63609e-25,2.00875e-26,2.00668e-26,3.77485e-24,1.18166e-20,1.09526e-20,1.31239e-20,3.06447e-21,2.73702e-21,8.13420e-21
 163.137,1.42496e-20,1.08680e-20,1.50489e-20, 1.23424e-93, 1.23424e-93,1.39483e-69,1.20701e-46,1.20701e-46,6.46797e-38,8.16264e-35,8.16264e-35,5.63845e-32,1.58115e-35,1.58115e-35,1.00122e-31,2.60396e-31,2.60396e-31,1.17822e-28,1.61527e-27,1.61409e-27,2.37191e-25,1.74272e-26,1.74104e-26,3.45572e-24,1.13646e-20,1.05571e-20,1.28352e-20,2.88493e-21,2.58117e-21,7.85664e-21
 162.923,1.36421e-20,1.04599e-20,1.46547e-20, 6.59935e-94, 6.59935e-94,9.15242e-70,9.32730e-47,9.32730e-47,5.42001e-38,6.80312e-35,6.80312e-35,4.84106e-32,1.28223e-35,1.28223e-35,8.53173e-32,2.17436e-31,2.17436e-31,1.02217e-28,1.41159e-27,1.41060e-27,2.13337e-25,1.51094e-26,1.50957e-26,3.16219e-24,1.09273e-20,1.01728e-20,1.25488e-20,2.71479e-21,2.43403e-21,7.56882e-21
 162.709,1.30579e-20,1.00650e-20,1.42645e-20, 3.52451e-94, 3.52451e-94,6.00078e-70,7.20329e-47,7.20329e-47,4.53980e-38,5.66742e-35,5.66742e-35,4.16318e-32,1.03921e-35,1.03921e-35,7.26690e-32,1.81457e-31,1.81457e-31,8.86366e-29,1.23306e-27,1.23223e-27,1.91807e-25,1.30914e-26,1.30803e-26,2.87227e-24,1.05042e-20,9.79953e-21,1.22620e-20,2.55365e-21,2.29650e-21,7.28845e-21
 162.496,1.24962e-20,9.68026e-21,1.38352e-20, 1.88016e-94, 1.88016e-94,3.93132e-70,5.55950e-47,5.55950e-47,3.80083e-38,4.71911e-35,4.71911e-35,3.58477e-32,8.41767e-36,8.41767e-36,6.18682e-32,1.51343e-31,1.51343e-31,7.68241e-29,1.07664e-27,1.07596e-27,1.72383e-25,1.13355e-26,1.13265e-26,2.60766e-24,1.00951e-20,9.43489e-21,1.19246e-20,2.40109e-21,2.16569e-21,7.01536e-21
 162.283,1.19562e-20,9.30134e-21,1.33974e-20, 1.00181e-94, 1.00181e-94,2.57352e-70,4.28815e-47,4.28815e-47,3.18071e-38,3.92767e-35,3.92767e-35,3.08554e-32,6.81437e-36,6.81437e-36,5.26494e-32,1.26153e-31,1.26153e-31,6.65542e-29,9.39669e-28,9.39097e-28,1.55151e-25,9.80883e-27,9.80145e-27,2.36634e-24,9.69948e-21,9.07457e-21,1.15729e-20,2.25673e-21,2.04134e-21,6.74969e-21
 162.071,1.14373e-20,8.93506e-21,1.29782e-20, 5.33184e-95, 5.33184e-95,1.68169e-70,3.30549e-47,3.30549e-47,2.66058e-38,3.26744e-35,3.26744e-35,2.65482e-32,5.51323e-36,5.51323e-36,4.47842e-32,1.05094e-31,1.05094e-31,5.76298e-29,8.19770e-28,8.19294e-28,1.40985e-25,8.48226e-27,8.47623e-27,2.14639e-24,9.31715e-21,8.72562e-21,1.12261e-20,2.12018e-21,1.92321e-21,6.51202e-21
 161.859,1.09388e-20,8.58112e-21,1.25660e-20, 2.83443e-95, 2.83443e-95,1.09269e-70,2.54643e-47,2.54643e-47,2.22451e-38,2.71694e-35,2.71694e-35,2.28336e-32,4.45794e-36,4.45794e-36,3.80771e-32,8.74992e-32,8.74992e-32,4.98784e-29,7.14864e-28,7.14471e-28,1.28036e-25,7.33035e-27,7.32542e-27,1.94600e-24,8.94771e-21,8.38783e-21,1.08827e-20,1.99108e-21,1.81104e-21,6.28259e-21
 161.648,1.04599e-20,8.24696e-21,1.21862e-20, 1.50505e-95, 1.50505e-95,7.09418e-71,1.96046e-47,1.96046e-47,1.85908e-38,2.25814e-35,2.25814e-35,1.95642e-32,3.60255e-36,3.60255e-36,3.23601e-32,7.28074e-32,7.28074e-32,4.31491e-29,6.23117e-28,6.22790e-28,1.14816e-25,6.33077e-27,6.32674e-27,1.76352e-24,8.59083e-21,8.06887e-21,1.05586e-20,1.86908e-21,1.70460e-21,6.08436e-21
 161.438,1.00000e-20,7.93478e-21,1.19048e-20, 7.98240e-96, 7.98240e-96,4.60213e-71,1.50840e-47,1.50840e-47,1.55299e-38,1.87595e-35,1.87595e-35,1.67499e-32,2.90959e-36,2.90959e-36,2.74892e-32,6.05470e-32,6.05470e-32,3.73100e-29,5.42915e-28,5.42643e-28,1.02511e-25,5.46394e-27,5.46066e-27,1.59742e-24,8.24618e-21,7.77105e-21,1.03461e-20,1.75384e-21,1.60358e-21,5.88931e-21
 161.228,9.55848e-21,7.63164e-21,1.15868e-20, 4.22877e-96, 4.22877e-96,2.98310e-71,1.15986e-47,1.15986e-47,1.29671e-38,1.55772e-35,1.55772e-35,1.43347e-32,2.34856e-36,2.34856e-36,2.33411e-32,5.03217e-32,5.03217e-32,3.22457e-29,4.72834e-28,4.72609e-28,9.14517e-26,4.71275e-27,4.71007e-27,1.44632e-24,7.91344e-21,7.48120e-21,1.01174e-20,1.64504e-21,1.50781e-21,5.64730e-21
 161.018,9.13463e-21,7.33066e-21,1.12929e-20, 2.23765e-96, 2.23765e-96,1.93816e-71,8.91304e-48,8.91304e-48,1.08224e-38,1.29288e-35,1.29288e-35,1.22629e-32,1.89461e-36,1.89461e-36,1.98101e-32,4.17988e-32,4.17988e-32,2.78556e-29,4.11625e-28,4.11439e-28,8.15494e-26,4.06220e-27,4.06002e-27,1.31089e-24,7.59228e-21,7.19239e-21,9.89019e-21,1.54235e-21,1.41708e-21,5.45108e-21
 160.810,8.72787e-21,7.03793e-21,1.09849e-20, 1.18268e-96, 1.18268e-96,1.26128e-71,6.84508e-48,6.84508e-48,9.02695e-39,1.07257e-35,1.07257e-35,1.04864e-32,1.52751e-36,1.52751e-36,1.68058e-32,3.46991e-32,3.46991e-32,2.40518e-29,3.58189e-28,3.58034e-28,7.26869e-26,3.49918e-27,3.49740e-27,1.19863e-24,7.28238e-21,6.91090e-21,9.65703e-21,1.44549e-21,1.33112e-21,5.23550e-21
 160.601,8.33759e-21,6.75492e-21,1.06745e-20, 6.24369e-97, 6.24369e-97,8.20146e-72,5.25368e-48,5.25368e-48,7.52175e-39,8.89386e-36,8.89386e-36,8.96369e-33,1.23082e-36,1.23082e-36,1.42059e-32,2.87884e-32,2.87884e-32,2.07575e-29,3.11557e-28,3.11429e-28,6.47941e-26,3.01224e-27,3.01080e-27,1.09548e-24,6.98343e-21,6.63847e-21,9.41701e-21,1.35415e-21,1.24891e-21,5.02650e-21
 160.394,7.96321e-21,6.48139e-21,1.03562e-20, 3.29240e-97, 3.29240e-97,5.32879e-72,4.02977e-48,4.02977e-48,6.26479e-39,7.37148e-36,7.37148e-36,7.65905e-33,9.91182e-37,9.91182e-37,1.19960e-32,2.38706e-32,2.38706e-32,1.79060e-29,2.70883e-28,2.70776e-28,5.80417e-26,2.59138e-27,2.59021e-27,1.00070e-24,6.69513e-21,6.37491e-21,9.16404e-21,1.26807e-21,1.17002e-21,4.82398e-21
 160.186,7.60415e-21,6.21732e-21,1.00546e-20, 1.73413e-97, 1.73413e-97,3.45957e-72,3.08909e-48,3.08909e-48,5.21559e-39,6.10686e-36,6.10686e-36,6.54169e-33,7.97736e-37,7.97736e-37,1.01253e-32,1.97812e-32,1.97812e-32,1.54388e-29,2.35419e-28,2.35331e-28,5.24050e-26,2.22787e-27,2.22693e-27,9.13801e-25,6.41717e-21,6.12002e-21,8.92390e-21,1.18698e-21,1.09563e-21,4.63244e-21
 159.980,7.25988e-21,5.96245e-21,9.76032e-21, 9.12318e-98, 9.12318e-98,2.24426e-72,2.36653e-48,2.36653e-48,4.34021e-39,5.05685e-36,5.05685e-36,5.58513e-33,6.41671e-37,6.41671e-37,8.55008e-33,1.63828e-32,1.63828e-32,1.32968e-29,2.04512e-28,2.04440e-28,4.75857e-26,1.91411e-27,1.91336e-27,8.34154e-25,6.14926e-21,5.87332e-21,8.68759e-21,1.11062e-21,1.02709e-21,4.44854e-21
 159.773,6.92985e-21,5.72119e-21,9.47230e-21, 4.79413e-98, 4.79413e-98,1.45473e-72,1.81187e-48,1.81187e-48,3.61017e-39,4.18544e-36,4.18544e-36,4.76619e-33,5.15837e-37,5.15837e-37,7.24672e-33,1.35603e-32,1.35603e-32,1.14447e-29,1.77589e-28,1.77532e-28,4.31977e-26,1.64348e-27,1.64287e-27,7.61184e-25,5.89110e-21,5.63963e-21,8.45516e-21,1.03875e-21,9.62594e-22,4.27020e-21
